address,gen_descrip,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Mặt tiền,Số tầng,Pháp lý,Nội thất,Đường vào
"['Hà Nội', 'Đông Anh', 'Xã Đông Hội', 'Đường 5', 'Dự án Eurowindow River Park']","
Eurowindow River Park là tổ hợp chung cư cao cấp với đầy đủ tiện ích bậc nhất hiện nay.Với giá chỉ từ 26tr/m². KH dễ dàng tiếp cận được với những tiện ích đẳng cấp 5 sao như:- Bể bơi 4 mùa mái kính tiêu chuẩn Châu Âu sử dụng công nghệ điện phân muối rất tốt cho sức khỏe.- Thang máy nhập khẩu hạng A.- Khu vui chơi trẻ em, vườn Nhật trên cao, đài phun nước.- Hệ thống trường học liên cấp quốc gia.Sở hữu vị trí phú quý ngay chân cầu Đông Trù - Đại Lộ Trường Sa. Eurowindow River Park được thừa hưởng hạ tầng giao thông vô cùng hoàn hảo với chỉ 15p vào trung tâm phố Cổ hay lên sân bay Nội Bài chỉ mất 15p.------------------------------------------------------------------------Eurowindow River Park sở hữu các căn hộ với tầm view siêu thoáng nhìn ra cầu Đông Trù và sông Hồng.Các căn hộ đều có hệ thống cửa Eurowindow chống ồn, chống bám bụi tiêu chuẩn tạo không gian trong lành, thoáng đạt cho căn hộ của Quý cư dân.Chi tiết liên hệ: 0356 130 ***. Mr. Hưng.------------------------------------------------------------------------Ngoài ra, chính sách bán hàng vô cùng hấp dẫn từ CĐT:- Chiết khấu ngay 14% GTCH nếu KH thanh toán sớm 95%.- Hỗ trợ vay 65% lãi suất 0% trong 18 tháng - Ân hạn nợ gốc.- Đặc biệt, cơ hội trúng xe Mazda 3 trị giá 700tr từ CĐT và hàng loạt giải thưởng giá trị lên tới 1,4 tỷ đồng.------------------------------------------------------------------------Đến với chung cư Eurowindow River Park cư dân sẽ được tận hưởng bầu không khí thoáng mát - view cầu Đông Trù, sông Đuống thơ mộng tránh xa khỏi ồn ào náo nhiệt nơi phố thị.Eurowindow River Park là chung cư cao cấp giá dưới 30tr duy nhất còn lại tại Hà Nội.Chi tiết quy trình xem căn hộ mẫu vui lòng liên hệ PKD. CĐT: Mr. Hưng 0356 130 ***.            ",77 m²,1.9 tỷ,,,3 phòng,2 phòng,18/11/2022,28/11/2022,Tin Vip 1,35874513,batdongsan_com_vn_35874513,,,Đang chờ sổ,Tặng toàn bộ thiết bị bếp,
"['Hà Nội', 'Hà Đông', 'Phường Phú La', 'Đường Lê Trọng Tấn', 'Dự án KĐT Văn Phú']","
* Nhà KĐT Văn phú diện tích 84m² xây 4 tầng hoàn thiện ngoại thất đẹp, đường rộng vỉa hè ô tô đậu giá bán 8,4 tỷ có TL.* Nhà liền kề ô góc 2 mặt đường to KĐT Văn Phú diện tích 120m² xây 5 tầng hoàn thiện đẹp nội thất nhập khẩu châu âu giá bán 13,5 tỷ.* Nhà biệt thự sân vườn tại KĐT Văn Phú diện tích 210m² mặt tiền 12m xây 3,5 tầng hoàn thiện đẹp, gara để được 2 xe ô tô, nội thất cao cấp nhập khẩu, cửa cầu thang gỗ lim sàn gỗ giáng hương. Giá bán 23,5 tỷ có TL.* Anh chị có nhu cầu mua nhà biệt thự, liền kề tại KĐT Văn Phú Lacasta để ở hay kinh doanh gọi ngay Mai Chính: 0985 611 *** hoặc 0914 609 *** để được tư vấn chọn căn phù hợp nhất, hỗ trợ về pháp lý, ngân hàng nhanh chuẩn, xem nhà hoàn toàn miễn phí, gặp trực tiếp chủ nhà xem sổ, đàm phán giá.            ",84 m²,8.4 tỷ,,,,,18/11/2022,28/11/2022,Tin Vip 1,34864092,batdongsan_com_vn_34864092,,4 tầng,Sổ đỏ,,
"['Hà Nội', 'Thạch Thất', 'Xã Tân Xã']","
Em Viễn Hòa Lạc 0914 977 *** chuyên nhà đất khu vực Hòa Lạc bán hàng trăm lô đất thuộc:- Đất các khu tái định cư: Bình Yên, Bắc Phú Cát, Đại học Quốc Gia, Linh Sơn...- Đất mặt đường kinh doanh: Tân Xã, Bình Yên, Hạ Bằng, Đồng Trúc, Tỉnh lộ 420, Quốc lộ 21,...- Đất trong khu dân cư các xã: Tân Xã, Bình Yên, Hạ Bằng, Đồng Trúc, Phú Cát, Thạch Hòa,...- Diện tích phong phú từ 50m² - 2000m², vị trí đẹp, gần khu công nghệ cao, gần đại học FPT, Đại học Quốc Gia Hà Nội.- Đáp ứng mọi nhu cầu của nhà đầu tư: Mua ở, mua đầu tư, mua kinh doanh, mua xây trọ,... Tài chính chỉ từ dưới 1 tỷ.Liên hệ 0914 977 *** để nhận tư vấn và xem đất.Cam kết về chuẩn về quy hoạch - pháp lý - giá cả trung thực.            ",50 m²,Thỏa thuận,,,,,18/11/2022,28/11/2022,Tin Vip 1,35874390,batdongsan_com_vn_35874390,,,Sổ đỏ/ Sổ hồng,,
"['Hà Nội', 'Đống Đa', 'Phường Ô Chợ Dừa', 'Đường Võ Văn Dũng']","
Vị trí đẹp nhất phố Võ Văn Dũng, cách hồ Hoàng Cầu 30m, vỉa hè rộng, khu vực cực hiếm nhà bán.Thiết kế tinh tế, đẳng cấp. (thông sàn từ tầng 1 đến tầng 5. Tầng 6 chia 2 phòng, tầng 7 bếp, tầng 8 phòng thờ, sân phơi).Ví trí kinh doanh cực tốt. Chủ đang cho thuê 1.5 tỷ/năm.Sổ đỏ vuông đẹp, chính chủ.Chủ nhà thiện chí.            ",79 m²,46.8 tỷ,,,,,18/11/2022,28/11/2022,Tin Vip 1,35665103,batdongsan_com_vn_35665103,6 m,8 tầng,,,15 m
"['Hà Nội', 'Ba Vì', 'Xã Minh Quang']","
Cách Hà Nội tầm hơn 1h lái xe, tổng diện tích: 6000m² trong đó 400m² thổ cư (đăng ký lên thổ cư 600 - 1000m² thoải mái), góc view đồi núi và hồ hiếm có, xem 1 lần lại muốn xem lần 2.Đường đi từ Hà nội lên thuận tiện, Trục đường ô tô tránh nhau. Không khí ưu ái trong lành mát mẻ quanh năm. Xung quanh có nhiều khu nghỉ dưỡng resort...Đã có sổ liên hệ chính chủ lên xem 0966 682 *** ",6000 m²,Thỏa thuận,Đông - Nam,,,,18/11/2022,28/11/2022,Tin Vip 1,35873895,batdongsan_com_vn_35873895,,,,,5 m
"['Hà Nội', 'Thanh Xuân', 'Phường Thanh Xuân Trung', '203 Đường Nguyễn Huy Tưởng', 'Dự án Imperia Garden']","
- Chính chủ cần bán shophouse chân đế chung cư Imperia Garden, 203 Nguyễn Huy Tưởng, 143 Nguyễn Tuân - đã có sổ đỏ chính chủ. Diện tích ~ 167m².- Vị trí cực đẹp: Cạnh sảnh cư dân. Một trong rất ít căn có 2 cửa ra vào, đối diện là trường mầm non & THCS Thanh Xuân. Vị trí shophouse ngay gần cổng 143 Nguyễn Tuân.- Khu vực trung tâm dân cư đông & thu nhập cao, 4 tòa chung cư 1700 căn hộ, tầng 2 - 7 là văn phòng.- Hiện đang cho thuê 50tr/tháng. Có thể tiếp nối hợp đồng hoặc cho thuê lại.Giá: 10 tỷ bao phí.Liên hệ chính chủ: 0961 519 *** - A Dũng.            ",167 m²,10 tỷ,,,,,18/11/2022,28/11/2022,Tin Vip 1,33254893,batdongsan_com_vn_33254893,10 m,,Sổ hồng.,,
"['Hà Nội', 'Đông Anh', 'Xã Đông Hội', 'Đường 5', 'Dự án Eurowindow River Park']","
Chào quý vị, qua khảo sát của đơn vị CĐT EWH khoảng 80% cư dân Eurowindow River Park mua căn hộ tại dự án là căn hộ đầu tiên, tổ ấm đầu tiên của quý vị KH.Chắc chắn căn hộ đầu tiên là thành quả nỗ lực miệt mài của quý vị trong nhiều năm. Và những trăn trở của quý vị là điều rất đơn vị bán hàng rất hiểu và cảm thông. Xin gửi tới quý vị những giải đáp của 5 thắc mắc KH hay hỏi nhất khi tìm mua Eurowindow River Park.--------1. Sao dự án bán lâu vậy rồi vẫn còn, liệu có vấn đề gì không?Dự án Eurowindow River park đảm bảo pháp lý án toàn và chuẩn chỉ. Dự án đã được cấp sổ cho cư dân đảm bảo 100% tính an toàn cho KH mua. Có thể nhận nhà ở ngay không chờ đợi.2. Dự án vị trí có vẻ xa.Từ dự án tới phố cổ chỉ 8 - 9km. Khoảng cách mà các quận Hà Đông, Mỹ Đình, Gia Lâm lên phố còn mơ ước.3. Dự án hơi đơn độc có ít tiện ích.Dự án đã có hiện hữu đầy đủ tiện ích: Gym Yoga, Đại siêu thị Winmart, Chợ truyền thống dân sinh, hệ thống 137 shophouse kinh doanh sầm uất, cư dân về sinh sống 70%.4. Bao nhiêu tiền thì mua được căn hộ ở đây.Dự án có giá bán từ 1,8 tỷ - 3 tỷ. Khách hàng cần có 30% có thể mua và về ở ngay.5. Nếu trả góp thì chính sách sao.Hiện CĐT đang HTLS 0% trong 12 - 18 tháng. Khách hàng cần vốn tự có 30% tương đương từ 600tr có thể nhận nhà và phần còn lại được hỗ trợ trả góp trong 20 năm.--------Chi tiết về mặt bằng căn hộ, chính sách trả góp và dẫn đi xem căn hộ thực tế. Xin quý vị vui lòng liên hệ vào hotline.SĐT: 0936 161 ***Onl 24/7 Xem nhà các ngày trong tuần từ 8 - 20h).Nếu thấy hữu ích quý vị hãy liên hệ để Mr Công Đức ĐXMB có thể tư vấn và gửi thông tin.Quý vị có thể ấn nút Yêu cầu liên hệ để Công Đức có thể liên lạc tới quý vị.            ",63 m²,1.8 tỷ,Tây - Bắc,Đông - Nam,2 phòng,2 phòng,18/11/2022,28/11/2022,Tin Vip 1,35873497,batdongsan_com_vn_35873497,,,Đang chờ sổ,Hoàn thiện nội thất cao cấp.,
"['Hà Nội', 'Hà Đông', 'Phường La Khê', 'Đường Tố Hữu', 'Dự án The Pride']","
Do cuối năm chuyển công tác trên phố cho gần chỗ làm nên mình cần bán căn hộ CT2 The Pride Tố Hữu, La Khê, Hà Đông vì đã tìm được nhà mới mong muốn người mua đến ở giữ gìn sạch sẽ cẩn thận.Thông tin như sau:Diện tích: 98,3m² gồm 3 ngủ, 2 vệ sinh, ban công thoáng mát.Nội thất để lại đầy đủ phòng khách, bếp trừ một số đồ điện tử.Tiện ích đầy đủ siêu thị Đức Thành, trường mầm non, nhà hàng, trung tâm thương mại, khuôn viên chơi, kios, bể bơi, gym, spa,...Giá 2, x tỷ có thương lượng.Ai quan tâm vui lòng liên hệ Mr. Giang 0902 122 *** ",98.3 m²,2.8 tỷ,,,3 phòng,2 phòng,18/11/2022,28/11/2022,Tin Vip 1,35873059,batdongsan_com_vn_35873059,,,Sổ đỏ/ Sổ hồng,,
"['Hà Nội', 'Hai Bà Trưng', 'Phường Minh Khai', 'Đường Minh Khai']","
- Gia đình tôi cần bán nhanh toà nhà mặt đường mới phố Minh Khai, gần ngã tư Bạch Mai, chợ Mơ. Đường lớn trước nhà 3 xe tải tránh nhau, vỉa hè thênh thang 6m.- MB 81m², MT 6m. Thoáng trước sau. Xây mới 7 tầng, một Tum. Thang máy 450kg nhập khẩu Nhật Bản. Thiết kế:- Tầng: 1, 2, 3: Thông sàn kinh doanh, lắp: 2 điều hoà âm trần. 3WC.- Tầng 4, 5: Mỗi tầng 2 phòng ngủ lát gỗ, 4WC khép kín từng phòng. Full sẵn giường tủ quần áo, vách kệ An Cường.- Tầng 6: Một sàn rộng: Bếp nhựa An Cường, phòng ăn và phòng khách lớn, trang bị sẵn: Sofa Ý phòng khách, bộ bàn ăn phòng khách hàng nhập. Vách kệ, đèn chùm, điều hoà âm trần.- Tầng 7: Phòng ngủ, phòng thờ, sân sinh hoạt chung hoa sắt Mỹ thuật bắn kính.- Tầng 8 là Tum đã lát gạch sạch sẽ.- Nhà tôi đầu tư cao cấp, trang thiết bị lựa chọn hàng nhập, thợ thi công tay nghề cao, tâm huyết. TBVS: Bàn đá, bình nóng lạnh, sen cây và bệt liền inax AC919 nhập chính hãng.- Thiết kế nhà mẫu mới, hiện đại, hai mặt mở cửa thoáng trước sau. Ban công nhôm đúc trong kính View toàn cảnh siêu thoáng và đẹp. Nhà xây khung, kết cấu móng đài ép cọc lên thêm tầng thoải mái (có dữ liệu từ lúc ép cọc lên tận tầng 8 để kiểm tra tổng thể).- Vị trí nhà đắc địa, nhà thuộc trục đường kinh doanh sầm uất nhất phố Minh Khai. Riêng tầng 1 để được 4 ô tô trong nhà, vỉa hè hai bên để ô tô thoải mái. Nhà cạnh CC may Thăng Long, TTTM chợ Mơ, Bách Khoa, Kinh Tế.- Phù hợp vừa ở vừa khai thác thương mại, bất chấp mọi loại hình kinh doanh như: Nhà hàng, VP công ty, phòng khám, thẩm mỹ viện, trung tâm Anh Ngữ cho thuê đắt khách.- Sổ đỏ riêng quyền đứng tên vợ chồng tôi. Có GPXD 7T một tum đầy đủ. Giá bán: 21 tỷ có TL mạnh cho khách thiện chí. Vậy ai có nhu cầu xin liên hệ trực tiếp 0975 152 *** để biết thêm thông tin nhà.- Cảm ơn đã đọc tin!            ",81 m²,21 tỷ,,,5 phòng,9 phòng,18/11/2022,28/11/2022,Tin Vip 1,35872911,batdongsan_com_vn_35872911,6 m,7 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,12 m
"['Hà Nội', 'Long Biên', 'Phường Bồ Đề', 'Đường Bồ Đề']","
Một kiệt tác nghệ thuật đẳng cấp nhất phố Bồ Đề - quận long biên - không gian sống đẹp choáng ngợp - gara ô tô - thang máy - đẹp độc và là duy nhất.Diện tích 91m² x 6 tầng.Mặt tiền: 4.5m.Giá: 13,8 tỷ (Có Thương Lượng).Mô tả:Tầng 1: Gara ô tô + bể cá koi + phòng khách Luxury.Tầng 2: 1 Phòng ngủ + VS Khép kín.Tầng 3,4: Mỗi tầng 2 phòng + VS Khép kín.Tầng 5: Phòng Bếp + phòng ngủ + VS Ngoài.Tầng 6: Phòng thờ như từ đường + sân phơi kết hợp nướng BBQ ngoài trời.Sổ đỏ sẵn sàng giao dịch.Tổng có 6 phòng ngủ.Với diện tích nhà lên đến 91m² cùng chủ nhà là kiến trúc sư thiết kế và xây dựng lên một tác phẩm nghệ thuật đẳng cấp. Khách có tiền xứng đáng ở hưởng thụ.Liên hệ xem nhà: Mr Nam 0936 368 *** ",91 m²,13.8 tỷ,Đông - Nam,,6 phòng,4 phòng,18/11/2022,28/11/2022,Tin Vip 1,35872722,batdongsan_com_vn_35872722,4.5 m,6 tầng,Đã có sổ.,,
"['Hà Nội', 'Hà Đông', 'Phường Phú Lương']","
Chính chủ bán thửa đất đấu giá Phú Lương, Hà Đông.- Diện tích: 50m², mặt tiền 5m.- Đường rộng 12m.- Vỉa hè rộng 3m.- Vị trí: Đắc địa Ngay gần công viên vui chơi - kinh doanh đa dạng các loại hình.- Giao thông thuận tiện, tiện ích ngập tràn hưởng trọn các gói dịch vụ.- Vị trí đẹp tiềm năng tăng giá cao.- Thích hợp cho các nhà đầu tư thông minh tương lai giá trị đất còn tăng nữa.- Sổ đỏ chính chủ chờ giao dịch.            ",50 m²,4.5 tỷ,Đông - Bắc,,,,18/11/2022,28/11/2022,Tin Vip 1,35871797,batdongsan_com_vn_35871797,5 m,,Sổ đỏ,,12 m
"['Hà Nội', 'Nam Từ Liêm', 'Phường Phú Đô', 'Dự án Mỹ Đình Pearl']","
Gia đình tôi chuyển công tác nên cần bán lại căn hộ chung cư cao cấp Mỹ Đình Pearl (p1), Nam Từ Liêm, Hà Nội.+ Căn góc 104m² trục 06, tim tường sổ 94,2m² thiết kế 3 phòng ngủ 2 vệ sinh, phòng khách và bếp rộng rãi, view công viên hồ điều hòa của thành phố rất đẹp, full nội thất và full đồ điện tử, khách chỉ việc xách vali vào ở.+ Đây là khu chung cư cao cấp đầy đủ tiện ích như bể bơi, siêu thị, gym, khu vui chơi...+ Giao thông thuận tiện thoáng đãng môi trường sống lý tưởng.+ Giá bán: 5,x tỷ (x nhỏ xíu).Cam kết tôi là chính chủ nên sẽ có ưu đãi đặc biệt cho khách mua trực tiếp 0961 593 *** ",104 m²,Thỏa thuận,,,3 phòng,2 phòng,18/11/2022,28/11/2022,Tin Vip 1,35871577,batdongsan_com_vn_35871577,,,,,
"['Hà Nội', 'Thanh Trì', 'Xã Tả Thanh Oai', 'Đường Tả Thanh Oai', 'Ngõ 27']","
Gia đình chuyển công tác nên cần bán lại căn nhà mới thiết kế rất đẹp.Sổ đỏ chính chủ. Nhà 4,5 tầng, 3PN, 4VS.Diện tích 47m² sử dụng 230m², ngõ rộng 2m.Nhà mới xây, full nội thất xịn.Gần Trường Cao Đẳng Công Nghiệp, Cấp 3 Ngô Thị Nhậm, 30m là ra đường lớn.Giá 3,250 tỉ có thương lượng.Địa chỉ: Ngõ 27 Đường Tả Thanh Oai. Thanh Trì. Hà Nội.Liên hệ ngay chính chủ miễn trung gian anh Toản 0904 054 *** ",47 m²,3.25 tỷ,,,3 phòng,4 phòng,18/11/2022,28/11/2022,Tin Vip 1,35678608,batdongsan_com_vn_35678608,4 m,5 tầng,Sổ đỏ chính chủ,"Full nội thất xịn xò, mới",2 m
"['Hà Nội', 'Tây Hồ', 'Phường Phú Thượng', 'Đường Võ Chí Công', 'Dự án Udic Westlake']","
Vị trí cực đẹp trên trục đường Võ Chí Công, nằm trong KDT Ciputra, đối diện Lotte Mall.Các loại hình căn hộ tại dự án:- Căn hộ 2 PN: 84m² - 85m².- Căn hộ 3 PN: 116m², 126 m², 168m².- Căn hộ 4 PN: 147m².- Căn Duplex: 186 - 194 - 295m².Căn hộ 4PN có ban công Đông Nam, view Lotte, Hồ Tây lộng gió.+ Hỗ trợ vay ngân hàng.+ Thanh toán 55% nhận nhà ở ngay hoặc Chiết khấu tới 4% GTCH khi khách hàng thanh toán sớm 95%.* Nội thất bàn giao:- Bàn giao full nội thất liền tường: Cửa chính, cửa sổ, cửa logia, khóa từ 3 chức năng, đèn LED, điều hòa Trane, thiết bị bếp (tủ bếp trên, tủ bếp dưới, bếp từ + hút mùi Fagor, chậu rửa + vòi rửa Sơn Hà, bình nước nóng), thiết bị vệ sinh Kohler.Liên hệ Mr Tùng để nhận được thông tin cập nhật 24/7.Hotline: 0932 396 *** ",85 m²,42 triệu/m²,Tây - Bắc,Đông - Nam,2 phòng,2 phòng,18/11/2022,28/11/2022,Tin Vip 1,35871364,batdongsan_com_vn_35871364,,,Hợp đồng mua bán,,
"['Hà Nội', 'Thạch Thất', 'Xã Bình Yên', 'Đường 420']","
Chính chủ cần bán 3 lô đất tuyến 1 và tuyến 2 mặt đường Tỉnh Lộ 420 đang mở rộng 24m.LH: 0375 888 ***+ Lô 01: Lô góc 2 mặt tiền tuyến 2 tỉnh lộ 420.- Diện tích 62m². Mặt tiền 5.5m x 11m.- 300m là ra đường TL 420 mở rộng 24m và trục Hồ Tây Ba Vì.- 5p là đi ra khu CNC Hòa Lạc và Đại Học Quốc Gia.- Nằm ở trung tâm xã Bình Yên. Bán kính 500m ra: Uỷ ban nhân dân, trường Trung học cơ sở, trường Mầm Non, trường Tiểu học Bình Yên, chợ Hoà Lạc, trạm y tế.- 1km ra bệnh viện Đa Khoa Thạch Thất.- Vị trí đắc địa nằm giữa 2 con đường huyết mạch, dân cư sầm uất thuận tiện đầu tư, kinh doanh xây trọ.+ Lô 02: Lô 2 mặt tiền nằm trên mặt tỉnh lộ 420.- Diện tích 120m².- Nằm ngay trung tâm giá trị nhất mặt đường 420 đảm bảo không có lô thứ 2 - vị trí vàng kinh doanh.- Hướng Đông Nam xung quanh gần như không có ai bán.- Giá đảm bảo tốt nhất mặt đường này do gia đình đang cần tiền gấp.Liên hệ trực tiếp: 0375 888 *** để đàm phán thương lượng.            ",60 m²,990 triệu,,,,,17/11/2022,27/11/2022,Tin Vip 1,35870493,batdongsan_com_vn_35870493,,,Sổ đỏ/ Sổ hồng,,
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Tây Mỗ', 'Dự án The Miami']","
Phòng kinh doanh Vinhomes Smart City có duy nhất 1 căn ngoại giao độc quyền 3PN 2WC gía 3,13 tỷ diện tích 82m² (tim) đẹp nhất phân khu The Miami (Grand Sapphire).- Căn góc 3PN 2WC hướng ban công Tây Bắc, view trực diện nội khu S2 1000m.- Ký hợp đồng mua bán trực tiếp với chủ đầu tư, sổ đỏ vĩnh viễn.- Ưu đãi: Tặng ngay voucher Vinfast 200tr.- Chiết khấu thanh toán sớm lên tới 10%.- Hỗ trợ trả góp lên tới 70% giá trị nhà - miễn gốc lãi lên tới 24 tháng.- Bàn giao full tiêu chuẩn chủ đầu tư thiết bị cao cấp, sang trọng.- Sử dụng full tất cả tiện ích nội, ngoại khu: Bể bơi 1000m ngoài trời, bể bơi 4 mùa trong nhà, vườn nướng BBQ, công viên trung tâm, vườn Nhật số 1 Việt Nam, full các sân chơi, tập thể thao. Tham gia các câu lạc bộ cư dân hoà đồng, văn minh.- Miễn phí gửi xe Vinfast.- Miễn phí xe bus điện nội khu.Liên hệ ngay hotline phòng KD; 0983 863 *** để được hỗ trợ mua căn ngoại giao tốt nhất dự án. Số lượng có hạn.            ",82 m²,3.13 tỷ,Tây - Nam,Đông - Bắc,3 phòng,2 phòng,17/11/2022,27/11/2022,Tin Vip 1,35566854,batdongsan_com_vn_35566854,,,Sổ đỏ/ Sổ hồng,"Điều hòa Multin treo tường - Sàn gỗ Full tất cả các phòng - Trần thạch cao - Thiết bị điện thông minh, thiết bị vệ sinh "".",
"['Hà Nội', 'Nam Từ Liêm', 'Phường Tây Mỗ', 'Dự án The Tonkin - Vinhomes Smart City']","
* Hotline: 0983 863 ***Căn Studio tại phân khu cao cấp The Tonkin TK2 có tiêu chuẩn bàn giao cao cấp hơn The Tonkin 1.- Chính sách mới siêu hot trong tháng: Chiết khấu 60 triệu vào giá bán căn hộ.- Vay ngân hàng chỉ cần 20% giá trị căn hộ khoảng: 260 triệu sau khi trừ Voucher.- Miễn trả gốc lãi đến 25/01/2024.- 10% sang tháng 12/2022 đóng.- Thanh toán sớm chỉ còn: 1.390 tỷ.Tiện ích đặc quyền cho cư dân The Tonkin.- The Tonkin 2 sở hữu bể sục trị liệu 200m chỉ rành riêng cho cư dân.- The Tonkin sở hữu khu gym miễn phí chỉ dành riêng cho cư dân.- The Tonkin đặc quyền sử dụng bể bơi 4 mùa miễn phí.* Lý do lựa chọn căn hộ phân khu The Tonkin:1. The Tonkin thuộc phân khúc Ruby cao cấp nhất hiếm hoi tại dự án Vinhomes Smart City với số lượng cực ít, chỉ 2 toà Tonkin 1 và Tonkin 2.2. Với tiêu chuẩn dịch vụ quản lý & nội thất hoàn thiện liền tường (chi tiết ở dưới), bàn giao căn hộ cao cấp tương đương với các dự án nổi tiếng: Vinhomes Sky Lake, Vinhomes West Point, Green Bay, Gardenia...3. Vị trí ngay kế cạnh nhà để xe nổi 10 tầng; Gần hồ trung tâm; Trường Vinschool, bể bơi, phòng Gym, trung tâm mua sắm tiện lợi...4. Mật độ căn hộ thấp nhất dự án với chỉ 16 căn/sàn; 07 thang máy (60 căn/thang máy); Hành lang căn hộ rộng 1.8m, có điều hoà trung tâm; Trần căn hộ cao 3.4m, thông thuỷ 2.7m; Sảnh lounge sang trọng bố trí 01 Nhân viên Lễ tân & 01 An ninh thường trực 24/7...5. Nhận nhà ở ngay (dự kiến bắt đầu bàn giao từ Tháng 9/2022).6. Sử dụng miễn phí gần như toàn bộ các tiện ích tại dự án như: Bể bơi, phòng Gym, vườn nướng BBQ, công viên, vườn nhật, sân chơi thể thao...------------------------------* Diện tích thông thủy & giá bán căn hộ (full VAT & KPBT):1. Căn Studio (25m - 29,2m); Giá: 1,3 tỷ.2. Căn 1 phòng ngủ (41,2m - 45,1m); Giá từ: 1,6 tỷ.3. Căn 1 phòng ngủ + 1 (48,9m - 49,2m); Giá từ: 2,0 tỷ.4. Căn 2 phòng ngủ (59,2m - 65,6m); Giá từ: 2,4 tỷ.5. Căn 2 phòng ngủ + 1 (70,4m - 74m); Giá: 3.2 tỷ.6. Căn 3 phòng ngủ (79,4m - 82,7m); Giá: 3,5 tỷ.-------------------------------* Chính sách ưu đãi cực khủng chỉ có tại The Tonkin:+ Thanh toán sớm Chiết khấu lên tới 18%.+ Tặng Voucher xe Vinfast tới 200 triệu.+ Dễ dàng sở hữu với số vốn tự có chỉ cần 20% từ 210tr ký HĐMB.+ Hỗ trợ vay Ngân hàng đến 80% lên tới 24 tháng miễn lãi suất 0%.+ Gói quà tặng Smart Home.+ Gói quà tặng chào hè 30 triệu.+ CK tới 1% BL Ngân hàng.+ CK dòng tiền tới 9,5%/năm.(*) Với quan điểm: ""Tư vấn BĐS cho khách hàng như tìm hiểu BĐS cho chính chúng tôi"": Để được tư vấn những thông tin chính xác & chuyên sâu nhất từ CĐT Vingroup dành cho dự án Vinhomes Smart City, quý khách hàng hãy liên hệ trực tiếp tới chúng tôi, phòng kinh doanh với kinh nghiệm hơn 3 năm đồng hành cùng dự án từ những ngày đầu.* Tư vấn chi tiết: 0983 863 *** ",28.7 m²,1.3 tỷ,Đông - Nam,Tây - Bắc,1 phòng,1 phòng,17/11/2022,27/11/2022,Tin Vip 1,35867821,batdongsan_com_vn_35867821,,,Sổ đỏ/ Sổ hồng.,"Điều hòa âm trần - tủ bếp, máy hút mùi, bếp điện, lò nướng - sàn gỗ, trần thạch cao, thiết bị vệ sinh, thiết bị điện.",
"['Hà Nội', 'Nam Từ Liêm', 'Phường Phương Canh', 'Đường Trịnh Văn Bô']","
Nhà em bán đất phân lô Trịnh Văn Bô 310m², căn góc 3 mặt tiền, đường 12m giá 115tr/m². LH: 0888 486 ***- Vị trí: Đường N1, khu phân lô đấu giá Phương Canh - Trịnh Văn Bô - Cạnh nhà máy bia Hà Nội - Sài Gòn, trường cao đẳng FPT. Cách sân vận động Mỹ Đình 1,5km. Kết nối Huyện Hoài Đức sắp lên Quận với đường Trịnh Văn Bô kéo dài, đường 32, đường 70, đường Vành Đai 3.5.- Diện tích mảnh đất: 83m², mặt tiền 6,3m.- Diện tích 02: 166m², mặt tiền 12,6m. Thoáng trước sau.- Diện tích 03: 310m², mặt tiền 26m. 3 mặt tiền rộng thoáng.- Nhà em ưu tiên bán cả mảnh 310m².- Căn góc 3 mặt tiền đường 12m. Đường phân lô đã xong hạ tầng như vỉa hè, cống thoát nước, đường trải nhựa, tủ điện. Bên cạnh đã xây nhiều tòa nhà ở, văn phòng, cty.+ Thích hợp mua đầu tư, xây dựng Building văn phòng, căn hộ cao cấp, nhà vườn, nhà ở.- Giá bán 115tr/m². Sổ đỏ chính chủ, sẵn sàng giao dịch.- LH: Anh Minh: 0888 486 *** or 0983 814 *** ",310 m²,115 triệu/m²,,,,,17/11/2022,27/11/2022,Tin Vip 1,35777446,batdongsan_com_vn_35777446,26 m,,Sổ đỏ/ Sổ hồng.,,12 m
