,price,area,Hướng,Phòng ăn,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Số lầu,Chổ để xe hơi,Số phòng ngủ,Chính chủ,city,district,ward,street
551,370000,162.0,None,1,30.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,6,1,8,0, Hà Nội, Quận Hai Bà Trưng, Phường Vĩnh Tuy, Đường Dương Văn Bé
552,42000,35.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,3,0,3,0, Hà Nội, Quận Hoàng Mai, Phường Thanh Trì, Đường Ngũ Nhạc
553,64500,70.0,None,1,10.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,1,1,3,0, Hà Nội, Quận Hoàng Mai, Phường Thanh Trì, Đường Thanh Đàm
554,80000,70.0,None,0,10.0,0,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,0,None,1,None,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phúc Diễn, Đường Kiều Mai
555,210000,90.0,None,1,10.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,7,1,7,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 2, Đường Nguyễn Cơ Thạch
556,90000,55.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,7,1,6,0, Hà Nội, Quận Nam Từ Liêm, Phường Cầu Diễn, Đường Hồ Tùng Mậu
557,100000,60.0,None,0,4.0,0,"Phòng trọ, nhà trọ",Sổ hồng/ Sổ đỏ,0,8,0,14,0, Hà Nội, Quận Nam Từ Liêm, Phường Cầu Diễn, Đường Hồ Tùng Mậu
558,50000,40.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,7,1,4,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 1, Đường Lê Đức Thọ
559,40000,50.0,None,0,1.0,0,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,0,None,0,None,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Phú Diễn
560,280000,96.0,None,1,15.0,1,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,1,6,1,6,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 2, Đường Hàm Nghi
561,110000,55.0,None,1,15.0,1,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,1,4,1,6,0, Hà Nội, Quận Nam Từ Liêm, Phường Cầu Diễn, Đường Lưu Hữu Phước
562,65000,75.0,None,0,5.0,0,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,0,None,0,None,0, Hà Nội, Quận Nam Từ Liêm, Phường Cầu Diễn, Đường Hàm Nghi
563,80000,60.0,None,1,12.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,6,0, Hà Nội, Huyện Hoài Đức, Xã Vân Canh, Tỉnh Lộ 442
564,106000,135.0,None,0,12.0,0,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,0,None,0,None,0, Hà Nội, Huyện Hoài Đức, Xã Vân Canh,None
565,45000,71.0,None,1,5.0,1,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,1,None,1,None,0, Hà Nội, Quận Nam Từ Liêm, Phường Xuân Phương, Xuân Phương Nam Từ Liêm Hà Nội Đường Xuân Phương
566,120000,115.0,None,1,17.0,1,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,1,4,1,6,0, Hà Nội, Quận Nam Từ Liêm, Phường Xuân Phương, Đô Thị VIGLACENRA XUÂN PHƯƠNG Hà Nội Đường Xuân Phương
567,120000,100.0,None,1,24.0,1,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,1,4,1,6,0, Hà Nội, Quận Nam Từ Liêm, Phường Xuân Phương, Đô Thị VIGLACENRA XUÂN PHƯƠNG Hà Nội Đường Xuân Phương
568,60000,40.0,None,1,12.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Nam Từ Liêm, Phường Phương Canh, Tái Định Cư Tu Hoàng Hà Nội Đường Tu Hoàng
569,80000,50.0,None,1,12.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Nam Từ Liêm, Phường Phương Canh, Tái Định Cư Tu Hoàng Hà Nội Đường Tu Hoàng
570,85000,100.0,None,1,12.0,1,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,1,4,1,6,0, Hà Nội, Huyện Hoài Đức, Thị trấn Trạm Trôi, Đô Thị Tây Đô Hoài Đức Hà Nội Đường Quốc lộ 32
571,125000,110.0,None,0,12.0,0,"Biệt thự, nhà liền kề",None,0,4,0,5,0, Hà Nội, Quận Nam Từ Liêm, Phường Xuân Phương, Đường Xuân Phương
572,37000,45.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,3,1,4,0, Hà Nội, Quận Nam Từ Liêm, Phường Phương Canh, Hòe Thị phương Canh Nam Từ Liêm Hà Nội Đường Trịnh Văn Bô
573,200000,150.0,None,1,12.0,1,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,1,3,1,6,0, Hà Nội, Quận Nam Từ Liêm, Phường Xuân Phương, Đô Thị Xuân Phương Nam Từ Liêm Hà Nội Đường Xuân Phương
574,45000,55.0,None,0,10.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,6,0, Hà Nội, Quận Bắc Từ Liêm, Phường Thụy Phương, Đường Thụy Phương
575,60000,60.0,None,1,8.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,5,0, Hà Nội, Quận Bắc Từ Liêm, Phường Thụy Phương, THỤY PHƯƠNG BẮC TỪ LIÊM Đường Thụy Phương
576,79000,120.0,None,1,12.0,1,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,1,None,1,None,0, Hà Nội, Huyện Hoài Đức, Thị trấn Trạm Trôi, LIDECO HOÀI ĐỨC Đường Quốc lộ 32
577,130000,80.0,None,0,3.0,0,"Phòng trọ, nhà trọ",Sổ hồng/ Sổ đỏ,0,7,0,15,0, Hà Nội, Quận Cầu Giấy, Phường Mai Dịch, Phố Doãn Kế Thiện
578,13200,12.0,Đông Nam,1,2.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,3,0,3,0, Hà Nội, Quận Ba Đình, Phường Đội Cấn, Phố Đội cấn
579,245000,103.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,10,0, Hà Nội, Quận Tây Hồ, Phường Quảng An, Đường Tô Ngọc Vân
580,220000,51.0,None,1,16.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,6,0, Hà Nội, Quận Đống Đa, Phường Ô Chợ Dừa, Phố Hoàng Cầu
581,270000,82.0,None,1,12.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,7,1,10,0, Hà Nội, Quận Cầu Giấy, Phường Trung Hòa, Đường Nguyễn Thị Định
582,150000,76.0,None,1,10.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,6,1,8,0, Hà Nội, Quận Bắc Từ Liêm, Phường Cổ Nhuế 1, Đống Đa Đường Phạm Văn Đồng
583,246000,99.0,None,1,8.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,8,1,12,0, Hà Nội, Quận Cầu Giấy, Phường Nghĩa Tân, Phố Trần Tử Bình
584,219000,115.0,None,1,8.0,1,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,1,10,1,10,0, Hà Nội, Quận Cầu Giấy, Phường Nghĩa Tân, Đường Nguyễn Khánh Toàn
585,186000,176.0,None,0,8.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,1,0,2,0, Hà Nội, Quận Ba Đình, Phường Ngọc Khánh, Đường Đào Tấn
586,183000,70.0,None,0,20.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,8,0,16,0, Hà Nội, Quận Bắc Từ Liêm, Phường Xuân Đỉnh, Đường Phạm Văn Đồng
587,275000,70.0,None,0,12.0,0,Nhà mặt tiền,None,0,10,0,10,0, Hà Nội, Quận Cầu Giấy, Phường Nghĩa Tân, Đường Nguyễn Khánh Toàn
588,205000,100.0,None,0,12.0,0,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,0,5,0,6,0, Hà Nội, Quận Cầu Giấy, Phường Nghĩa Tân, Phố Trần Quốc Hoàn
589,299000,120.0,None,0,8.0,0,Nhà mặt tiền,None,0,10,0,20,0, Hà Nội, Quận Đống Đa, Phường Cát Linh, Phố Cát Linh
590,299000,120.0,None,0,12.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,8,0,16,0, Hà Nội, Quận Đống Đa, Phường Ô Chợ Dừa, Phố Xã Đàn
591,295000,71.0,None,0,16.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,7,0,20,0, Hà Nội, Quận Cầu Giấy, Phường Dịch Vọng, Phố Trần Quốc Hoàn
592,290000,90.0,None,1,12.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,8,1,16,0, Hà Nội, Quận Cầu Giấy, Phường Trung Hòa, Đường Nguyễn Khang
593,280000,128.0,None,1,12.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,8,1,20,0, Hà Nội, Quận Đống Đa, Phường Láng Hạ, Đống Đa Phố Chùa Láng
594,127000,62.0,None,1,8.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 1, Đường Mỹ Đình
595,230000,115.0,None,1,12.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,6,0, Hà Nội, Quận Cầu Giấy, Phường Nghĩa Đô, Đường Nguyễn Khánh Toàn
596,320000,78.0,None,1,12.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,8,1,12,0, Hà Nội, Quận Đống Đa, Phường Nam Đồng, Phố Tây Sơn
597,255000,115.0,None,0,16.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,6,0,15,0, Hà Nội, Quận Cầu Giấy, Phường Nghĩa Đô, Đường Đông Quan
598,255000,70.0,None,0,12.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,6,0,6,0, Hà Nội, Quận Cầu Giấy, Phường Dịch Vọng, Đường Cầu Giấy
599,35500,38.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,3,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Phú Diễn
600,48000,105.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,3,0,4,0, Hà Nội, Huyện Hoài Đức, Xã Di Trạch,None
601,57500,31.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,6,0,3,0, Hà Nội, Quận Cầu Giấy, Phường Mai Dịch, Đường Mai Dịch
602,49000,52.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,3,0, Hà Nội, Huyện Hoài Đức, Xã Kim Chung, Đường Lai Xá
603,60000,82.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Huyện Hoài Đức, Xã Kim Chung, Đường Lai Xá
604,29500,40.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,3,0,3,0, Hà Nội, Huyện Hoài Đức, Xã Kim Chung, Đường Lai Xá
605,43000,50.0,None,0,4.0,0,Nhà trong hẻm,None,0,3,0,3,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Cầu Diễn
606,150000,67.0,None,0,6.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,6,0,6,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Phú Diễn
607,225000,94.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,8,1,10,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Phú Diễn
608,32500,25.0,None,0,4.5,0,Nhà trong hẻm,None,0,4,0,2,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Phú Diễn
609,17500,39.0,None,1,2.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,1,0,1,0, Hà Nội, Quận Bắc Từ Liêm, Phường Liên Mạc, Đường Liên Mạc
610,32000,20.0,None,0,3.5,0,Nhà trong hẻm,None,0,5,0,3,0, Hà Nội, Quận Cầu Giấy, Phường Nghĩa Đô, Đường Hoàng Quốc Việt
611,179500,86.0,None,0,8.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Phú Diễn
612,118000,49.0,None,0,6.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Quận Cầu Giấy, Phường Mai Dịch, Đường Dương Khuê
613,24000,43.0,None,0,2.5,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,3,0, Hà Nội, Huyện Hoài Đức, Xã Kim Chung, Đường Văn Minh
614,58000,77.0,None,0,2.5,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Quận Nam Từ Liêm, Phường Mễ Trì, Đường Mễ Trì
615,78000,45.0,None,1,3.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,6,0,5,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 2, Đường Mỹ Đình
616,155000,82.0,None,1,5.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,5,0, Hà Nội, Quận Cầu Giấy, Phường Mai Dịch, Đường Mai Dịch
617,195000,78.0,None,0,7.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,5,0,6,0, Hà Nội, Quận Thanh Xuân, Phường Phương Mai, Đường Trường Chinh
618,93000,68.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Lê Đại Hành, Đường Vân Hồ III
619,86000,53.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,3,0, Hà Nội, Quận Ba Đình, Phường Liễu Giai, Phố Văn Cao
620,68000,43.0,None,0,5.2,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Quận Thanh Xuân, Phường Khương Mai, Đường Trường Chinh
621,80000,65.0,None,0,3.1,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,6,0, Hà Nội, Quận Thanh Xuân, Phường Nhân Chính, Phố Quan Nhân
622,195000,85.0,None,0,4.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,8,0, Hà Nội, Quận Hai Bà Trưng, Phường Bách Khoa, Phố Tạ Quang Bửu
623,156000,53.0,None,0,4.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Quỳnh Lôi, Phố Chùa Quỳnh
624,160000,102.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Quận Hoàng Mai, Phường Định Công, Đường Định Công
625,118000,70.0,None,0,4.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,6,0,8,0, Hà Nội, Quận Hai Bà Trưng, Phường Bạch Đằng, Đường Đầm Trấu
626,125000,55.0,None,0,5.0,0,Nhà trong hẻm,None,0,5,0,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Quỳnh Mai, Phố Hồng Mai
627,69500,46.0,None,0,3.5,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,3,0,4,0, Hà Nội, Quận Hoàng Mai, Phường Tương Mai, Đường Nguyễn An Ninh
628,125000,48.0,None,0,4.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,8,0,3,0, Hà Nội, Quận Thanh Xuân, Phường Khương Mai, Phố Hoàng Văn Thái
629,88000,46.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,7,0,7,0, Hà Nội, Quận Hai Bà Trưng, Phường Đống Mác, Phố Lò Đúc
630,180000,82.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Đống Mác, Phố Lò Đúc
631,80000,60.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Đống Mác, Phố Nguyễn Cao
632,115000,48.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,3,0, Hà Nội, Quận Hoàn Kiếm, Phường Hàng Mã, Phố Lý Nam Đế
633,170000,54.0,None,0,3.2,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,3,0,2,0, Hà Nội, Quận Hai Bà Trưng, Phường Ngô Thì Nhậm, Phố Lê Văn Hưu
634,240000,160.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,6,0,20,0, Hà Nội, Quận Hai Bà Trưng, Phường Đồng Tâm, Phố Lê Thanh Nghị
635,65000,51.0,None,0,2.5,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,3,0,3,0, Hà Nội, Quận Đống Đa, Phường Ô Chợ Dừa, Phố Tôn Đức Thắng
636,32500,41.0,None,0,6.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,4,0,3,0, Hà Nội, Quận Hai Bà Trưng, Phường Bạch Mai, Phố Bùi Ngọc Dương
637,70000,70.0,None,0,4.0,0,Nhà trong hẻm,None,0,5,0,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Trương Định, Đường Trương Định
638,70000,71.0,None,0,4.0,0,Nhà trong hẻm,None,0,5,0,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Trương Định, Đường Trương Định
639,52000,39.0,None,1,4.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,0,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Thanh Nhàn, Phố Kim Ngưu
640,35500,48.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,0,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Bạch Mai, Đường Tô Hoàng
641,39000,36.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,3,0, Hà Nội, Quận Hai Bà Trưng, Phường Bách Khoa, Phố Lê Thanh Nghị
642,36000,35.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,0,3,0, Hà Nội, Quận Hai Bà Trưng, Phường Thanh Lương, Đường Đê Trần Khát Chân
643,36000,37.0,None,0,4.5,0,Nhà trong hẻm,None,0,4,0,3,0, Hà Nội, Quận Hoàng Mai, Phường Tân Mai, Đường Nguyễn Chính
644,34000,36.0,None,0,4.0,0,Nhà trong hẻm,None,0,5,0,5,0, Hà Nội, Quận Hoàng Mai, Phường Vĩnh Hưng, Đường Đông Thiên
645,150000,80.0,None,1,5.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Cầu Giấy, Phường Trung Hòa, Đường Trung Yên 9
646,196500,55.0,None,1,20.0,1,Nhà mặt tiền,Giấy tờ hợp lệ,1,7,1,6,0, Hà Nội, Quận Cầu Giấy, Phường Dịch Vọng Hậu, Đường Hoàng Quốc Việt
647,970,28.0,None,0,None,0,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,0,None,0,None,0, Hà Nội, Huyện Gia Lâm, Xã Đa Tốn,None
648,62000,50.0,None,0,4.0,0,Nhà trong hẻm,None,0,5,0,4,0, Hà Nội, Quận Hoàng Mai, Phường Mai Động, Đường Lĩnh Nam
649,32000,35.0,None,0,4.0,0,Nhà trong hẻm,None,0,5,0,4,0, Hà Nội, Quận Hoàng Mai, Phường Trần Phú, Đường Nam Dư
650,39000,45.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Thanh Nhàn, Đường Thanh Nhàn
651,34000,54.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,5,0, Hà Nội, Quận Hai Bà Trưng, Phường Minh Khai, Đường Minh Khai
652,45000,45.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Đồng Tâm, Phố Vọng
653,50000,52.0,None,0,3.0,0,Nhà trong hẻm,None,0,4,0,4,0, Hà Nội, Quận Hoàng Mai, Phường Tương Mai, Phố Tân Mai
654,35000,38.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,0,5,0, Hà Nội, Quận Hai Bà Trưng, Phường Bùi Thị Xuân, Phố Mai Hắc Đế
655,31000,50.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,3,1,3,0, Hà Nội, Quận Nam Từ Liêm, Phường Đại Mỗ, Đường Đại Mỗ
656,140000,75.0,None,1,15.0,1,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Hoàng Mai, Phường Định Công, Đường Linh Đàm
657,60000,55.0,None,1,4.0,1,Nhà trong hẻm,None,1,4,1,4,0, Hà Nội, Quận Hoàng Mai, Phường Giáp Bát, Phố Giáp Nhị
658,3520,88.0,None,0,20.0,0,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,0,None,0,None,0, Hà Nội, Huyện Mê Linh, Thị trấn Quang Minh, Đường Võ Văn Kiệt
659,950,48.0,None,1,None,1,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,1,6,1,2,0, Hà Nội, Quận Đống Đa, Phường Văn Miếu, Đường Trần Quý Cáp
660,64800,62.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Long Biên, Phường Đức Giang, Đường Ngô Gia Tự
661,335000,68.0,None,1,30.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,7,1,7,0, Hà Nội, Quận Cầu Giấy, Phường Dịch Vọng Hậu, Phố Phan Văn Trường
662,256000,110.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,8,1,18,0, Hà Nội, Quận Hoàn Kiếm, Phường Trần Hưng Đạo, Đường Trần Hưng Đạo
663,950,136.0,None,0,10.0,0,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,0,None,0,None,0, Hà Nội, Quận Ba Đình, Phường Giảng Võ, Đường Điện Biên Phủ
664,15000,60.0,None,0,2.4,0,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,0,None,0,None,0, Hà Nội, Huyện Đan Phượng, Xã Đồng Tháp, Đường Quốc lộ 32
665,212000,110.0,None,1,15.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,6,1,17,0, Hà Nội, Quận Hoàn Kiếm, Phường Chương Dương Độ, Đường Chương Dương Độ
666,56500,43.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,0,4,0, Hà Nội, Quận Đống Đa, Phường Khương Thượng, Phố Chùa Bộc
667,158000,72.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,9,0, Hà Nội, Quận Đống Đa, Phường Khương Thượng, Phố Chùa Bộc
668,89000,40.0,None,1,6.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,6,1,3,0, Hà Nội, Quận Thanh Xuân, Phường Khương Mai, Phố Cù Chính Lan
669,135000,80.0,None,0,2.0,0,"Phòng trọ, nhà trọ",None,0,6,0,20,0, Hà Nội, Quận Bắc Từ Liêm, Phường Cổ Nhuế 1, Đường Tăng Thiết Giáp
670,180000,112.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,7,0,23,0, Hà Nội, Quận Nam Từ Liêm, Phường Mễ Trì, Đường Mễ Trì Thượng
671,119000,66.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,7,0,12,0, Hà Nội, Quận Nam Từ Liêm, Phường Mễ Trì, Đường Mễ Trì Thượng
672,119000,66.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,7,0,12,0, Hà Nội, Quận Cầu Giấy, Phường Dịch Vọng Hậu, Đường Cầu Giấy
673,180000,112.0,None,1,3.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,7,0,23,0, Hà Nội, Quận Nam Từ Liêm, Phường Mễ Trì, Đường Mễ Trì Thượng
674,98000,65.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Bắc Từ Liêm, Phường Xuân Đỉnh, Đường Xuân Đỉnh
675,96000,52.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,7,0,7,0, Hà Nội, Quận Cầu Giấy, Phường Trung Hòa, Phố Trung Kính
676,76000,45.0,None,1,5.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,6,1,4,0, Hà Nội, Quận Bắc Từ Liêm, Phường Xuân Đỉnh, Đường Xuân Đỉnh
677,99000,45.0,None,0,5.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,1,1,1,0, Hà Nội, Quận Cầu Giấy, Phường Dịch Vọng Hậu, Phố Phạm Tuấn Tài
678,33000,32.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,3,0, Hà Nội, Quận Bắc Từ Liêm, Phường Cổ Nhuế 1, Đường Trần Cung
679,57000,45.0,None,0,5.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,5,0,6,0, Hà Nội, Quận Tây Hồ, Phường Xuân La, Đường Xuân La
680,95000,75.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,0,6,0, Hà Nội, Quận Đống Đa, Phường Nam Đồng, Phố Đặng Văn Ngữ
681,160000,65.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,7,1,6,0, Hà Nội, Quận Đống Đa, Phường Ô Chợ Dừa, Phố Hoàng Cầu
682,150000,90.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,8,1,11,0, Hà Nội, Quận Thanh Xuân, Phường Khương Đình, Đường Khương Đình
683,130000,125.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Đống Đa, Phường Ô Chợ Dừa, Phố Hoàng Cầu
684,500000,165.0,None,1,10.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Thanh Xuân, Phường Khương Trung, Phố Nguyễn Ngọc Nại
685,350000,50.0,None,1,20.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,7,1,6,0, Hà Nội, Quận Đống Đa, Phường Ô Chợ Dừa, Phố Xã Đàn
