price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Ngày đăng,Loại tin,id,Số toilet,Hướng
937 triệu VNĐ,Đường Tỉnh Lộ 35 phường Minh Phú, 75m2,5.0,,,,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482098.252981,,
"2,1 tỷ VNĐ",Đường Nguyễn Văn Linh phường Thạch Bàn, 34m2,5.0,,,,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482101.922062,,
"7,95 tỷ VNĐ",Đường Cầu Giấy phường Quan Hoa, 60m2,4.0,3.0,6.0,11.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482104.9188755,11.0,
"4,5 tỷ VNĐ",135 Trần Phú, 98m2,10.0,10.0,1.0,2.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482108.1281793,2.0, Tây bắc
"4,95 tỷ VNĐ",Đường Xuân Thủy phường Dịch Vọng Hậu, 35m2,4.0,3.0,6.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482110.5398438,5.0,
"2,35 tỷ VNĐ",Đường Văn Nội phường Phú La, 32m2,3.0,2.0,5.0,3.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482113.0721002,2.0,
"5,6 tỷ VNĐ",Đường Kim Quan Thượng phường Việt Hưng, 35m2,,15.0,2.0,2.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482115.0606136,2.0,
"1,8 tỷ VNĐ",Đường Láng phường Ngã Tư Sở, 31m2,5.0,50.0,4.0,1.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482116.8539574,1.0,
"7,5 tỷ VNĐ",Đường Thanh Am phường Thượng Thanh, 77m2,6.0,,,,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482119.2679667,,
"5,9 tỷ VNĐ",Đường Yên Hòa phường Yên Hòa, 42m2,7.0,2.0,4.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482121.9994502,,
"16,3 tỷ VNĐ",Đường Cầu Giấy phường Quan Hoa, 60m2,5.0,6.0,,,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482124.4597533,,
"2,75 tỷ VNĐ",Đường Quang Trung phường Yên Nghĩa, 32m2,4.0,5.0,5.0,3.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482127.0546658,4.0,
"5,4 tỷ VNĐ",Đường Ngõ Quỳnh phường Thanh Nhàn, 40m2,4.0,3.0,5.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482129.4055707,4.0,
"7,12 tỷ VNĐ",Đường Tôn Thất Thuyết phường Dịch Vọng, 127m2,,50.0,,3.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482131.8064172,2.0,
6 tỷ VNĐ,Đường Bạch Mai phường Cầu Dền, 75m2,5.0,4.0,5.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482135.5996516,4.0,
5 tỷ VNĐ,Đường Phạm Hùng phường Mỹ Đình 1, 71m2,,50.0,,2.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482137.8818848,2.0,
"5,1 tỷ VNĐ",Đường Tỉnh Lộ 87A phường Yên Bài, 1440m2,27.0,,,,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482190.952352,,
"1,95 tỷ VNĐ",Đường Lê Trọng Tấn phường An Khánh, 66m2,,25.0,28.0,2.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482193.9005156,2.0,
"18,6 tỷ VNĐ",Phố Cự Lộc, 250m2,18.0,,1.0,1.0,04/07/2022,Tin thường,batdongsan_so_com_vn_1670482196.409485,1.0,
"3,2 tỷ VNĐ",Phố An Hoà, 27m2,4.0,,5.0,4.0,23/06/2022,Tin thường,batdongsan_so_com_vn_1670482199.119719,4.0,
"3,2 tỷ VNĐ",Phố Phùng Khoang, 34m2,4.0,,5.0,4.0,22/06/2022,Tin thường,batdongsan_so_com_vn_1670482201.461964,4.0,
"4,2 tỷ VNĐ",đường Trung Văn, 40m2,4.0,,4.0,5.0,21/06/2022,Tin thường,batdongsan_so_com_vn_1670482204.7352488,4.0,
"9,9 tỷ VNĐ",KĐT Văn Quán, 50m2,4.0,,5.0,6.0,14/06/2022,Tin thường,batdongsan_so_com_vn_1670482207.3979917,,
"8,3 tỷ VNĐ",Phố Đại An, 54m2,4.0,,5.0,6.0,14/06/2022,Tin thường,batdongsan_so_com_vn_1670482209.883611,,
"3,25 tỷ VNĐ",Phố An Hoà, 27m2,4.0,,5.0,4.0,14/06/2022,Tin thường,batdongsan_so_com_vn_1670482212.4191425,,
"4,7 tỷ VNĐ",Văn Phú, 51m2,4.0,,4.0,6.0,14/06/2022,Tin thường,batdongsan_so_com_vn_1670482214.9044309,,
"6,5 tỷ VNĐ",Vạn Phúc, 44m2,4.0,,5.0,6.0,14/06/2022,Tin thường,batdongsan_so_com_vn_1670482216.8891735,,
"3,7 tỷ VNĐ",Trần Phú, 30m2,4.0,,5.0,4.0,14/06/2022,Tin thường,batdongsan_so_com_vn_1670482219.2218688,,
"5,3 tỷ VNĐ",Mỹ Đình, 56m2,,,,,23/05/2022,Tin thường,batdongsan_so_com_vn_1670482223.3766894,,
"6,2 tỷ VNĐ",Mỹ Đình, 54m2,,,6.0,,23/05/2022,Tin thường,batdongsan_so_com_vn_1670482226.6913328,,
"6,1 tỷ VNĐ",Mỹ Đình, 67m2,,,5.0,,23/05/2022,Tin thường,batdongsan_so_com_vn_1670482229.2642555,,
"3,4 tỷ VNĐ",Trung Văn, 37m2,,,5.0,,23/05/2022,Tin thường,batdongsan_so_com_vn_1670482231.80724,,
"26,8 tỷ VNĐ",Núi Trúc, 72m2,,,,,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482234.716452,,
"8,2 tỷ VNĐ",Đường Quốc lộ 32 phường Tân Lập, 85m2,5.0,40.0,4.0,5.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482237.005422,4.0,
"37,5 triệu VNĐ",Đường võ nguyên giáp phường nguyên khê, 40m2,4.0,,,,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482239.5173073,,
"5,6 tỷ VNĐ",Đường Quan Nhân phường Nhân Chính, 41m2,5.0,2.0,5.0,6.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482241.8819675,4.0,
900 triệu VNĐ,Hùng Vương, 132m2,132.0,22.0,,,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482313.2914548,,
13 tỷ VNĐ,Đường Linh Đàm phường Hoàng Liệt, 102m2,6.0,,,,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482315.8415115,,
,Đường Cổ Điển A phường Tứ Hiệp, 127m2,,26.0,,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482318.6857843,3.0,
"6,5 tỷ VNĐ",CẦU GIẤY, 56m2,6.0,,6.0,10.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482321.0928447,10.0,
"10,85 tỷ VNĐ",Đường Kim Quan Thượng phường Bồ Đề, 70m2,6.0,,,,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482324.171906,,
"7,3 tỷ VNĐ",Đường Thụy Phương phường Thụy Phương, 55m2,7.0,5.0,3.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482329.2095585,3.0,
6 tỷ VNĐ,Đường Kim Mã phường Kim Mã, 56m2,5.0,5.0,4.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482332.2729044,4.0,
3 tỷ VNĐ,Đường Ngọc Trục phường Đại Mỗ, 38m2,4.0,3.0,5.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482334.3084733,,
3 tỷ VNĐ,Đường Ngọc Trục phường Đại Mỗ, 38m2,4.0,3.0,5.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482337.4072006,,
"7,6 tỷ VNĐ",Đường Kiêu Kỵ phường Kiêu Kỵ, 60m2,4.0,15.0,5.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482340.2721424,5.0,
"2,2 tỷ VNĐ",Đường Tân Mai phường Tân Mai, 25m2,3.0,3.0,5.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482342.672381,4.0,
"15,5 tỷ VNĐ",Quận Cầu Giấy, 50m2,,,,,29/09/2022,Tin thường,batdongsan_so_com_vn_1670482345.3459172,,
"3,2 tỷ VNĐ",Lê Hồng Phong, 35m2,4.0,,4.0,3.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482348.5074258,,
"15,5 tỷ VNĐ",Quận Nam Từ Liêm, 50m2,,,,,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482351.369857,,
"5,5 tỷ VNĐ",Đường Chùa Láng phường Láng Thượng, 45m2,,4.0,5.0,8.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482353.7362285,4.0,
"5,36 tỷ VNĐ",Đường An Đào C phường Trâu Quỳ, 40m2,4.0,,,,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482356.2377863,,
3 tỷ VNĐ,Đường Ngọc Trục phường Đại Mỗ, 40m2,4.0,3.0,5.0,5.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482358.785642,5.0,
9 tỷ VNĐ,"Văn Quán, Hà Đông, Hà Nội", 55m2,4.0,4.0,5.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482362.393618,,
"11,3 tỷ VNĐ",Đường Bồ Đề phường Bồ Đề, 72m2,6.0,5.0,5.0,5.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482364.6695445,6.0,
6 tỷ VNĐ,nguyễn văn trỗi thanh xuân hà nội., 54m2,3.0,,3.0,3.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482367.2422228,2.0,
"2,9 tỷ VNĐ","Đường Vĩnh Phúc, Vĩnh Phúc, Ba Đình", 27m2,6.0,4.0,4.0,3.0,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442189.8775012,4.0,
"2,4 tỷ VNĐ",Hai bà trưng, 25m2,3.0,,4.0,3.0,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442192.843239,3.0,
"3,2 tỷ VNĐ","Đường Trung Phụng, Kim Liên, Đống Đa", 32m2,4.0,2.0,5.0,3.0,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442195.4486825,,
"1,1 tỷ VNĐ","Đường Quốc lộ 5, Trâu Quỳ, Gia Lâm", 30m2,5.0,50.0,15.0,1.0,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442197.9786131,1.0, Đông nam
"3,2 tỷ VNĐ","Đường Ngô Gia Tự, Đức Giang, Long Biên", 35m2,3.0,1.0,5.0,3.0,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442199.8243937,4.0,
"1,3 tỷ VNĐ","Đường Văn Phú, Phúc La, Hà Đông", 57m2,,1.0,7.0,2.0,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442202.1015196,2.0,
3 tỷ VNĐ,"Đường Nhân Mỹ, Mỹ Đình 2, Nam Từ Liêm", 30m2,4.0,3.0,4.0,,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442204.1542742,,
"3,5 tỷ VNĐ",Mỹ Đình 2, 84m2,,,,,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442206.3091536,,
"24,5 tỷ VNĐ",phường xuân la Quận Tây Hồ, 101m2,,,,,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442209.5710769,,
"8,6 tỷ VNĐ","Đường , Quan Hoa, Cầu Giấy", 60m2,,5.0,,,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442211.8560083,,
"4,25 tỷ VNĐ","Đường Láng Hạ, Láng Hạ, Đống Đa", 80m2,4.0,11.0,4.0,4.0,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442214.7273421,5.0,
70 tỷ VNĐ,"mặt phố trần hưng đạo , quận hoàn kiếm , hà nội", 100m2,5.0,25.0,6.0,8.0,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442217.353102,8.0,
15 tỷ VNĐ,"tuệ tĩnh , lê đại hành , quận hai bà trưng , hà nội", 70m2,5.0,8.0,5.0,6.0,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442219.5042424,6.0,
"5,9 tỷ VNĐ","Đường Khương Trung, Khương Trung, Thanh Xuân", 66m2,4.0,3.0,4.0,7.0,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442222.161065,7.0,
6 tỷ VNĐ,"Đường Phúc Đồng, Phúc Đồng, Long Biên", 40m2,,12.0,4.0,4.0,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442224.4539337,,
32 tỷ VNĐ,"Đường Cầu vượt Mai Dịch, Dịch Vọng, Cầu Giấy", 185m2,10.0,3.0,4.0,4.0,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442226.775726,5.0, Tây nam
"16,5 tỷ VNĐ","Đường Trần Nguyên Đán, phường Định Công, quận Hoàng Mai Hà Nội", 95m2,5.0,8.0,5.0,6.0,13/10/2022,Tin thường,batdongsan_so_com_vn_1670442229.506322,7.0,
"16,5 tỷ VNĐ","Đường Trần Nguyên Đán, KĐT Định Công, Hoàng Mai, Hà Nội", 75m2,5.0,8.0,5.0,6.0,15/10/2022,Tin thường,batdongsan_so_com_vn_1670442232.5505517,7.0,
32 tỷ VNĐ,"Đường Cầu vượt Mai Dịch, Dịch Vọng, Cầu Giấy", 185m2,10.0,3.0,4.0,4.0,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442235.2016575,5.0, Tây nam
43 tỷ VNĐ,"Đường , Việt Hưng, Long Biên", 202m2,11.0,15.0,3.0,6.0,30/11/2022,Tin thường,batdongsan_so_com_vn_1670442238.234625,4.0, Tây bắc
"1,25 tỷ VNĐ",Đường Đại Lộ Thăng Long phường Tây Mỗ, 30m2,,25.0,20.0,1.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482395.568247,1.0,
"11,8 tỷ VNĐ",Đường Khương Đình phường Khương Đình, 75m2,3.0,1.0,7.0,14.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482398.3827586,7.0,
6 tỷ VNĐ,Đường Ngọc Thụy phường Ngọc Thụy, 40m2,4.0,6.0,5.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482401.9682145,5.0,
"5,4 tỷ VNĐ",Đường Ngõ Quỳnh phường Thanh Nhàn, 40m2,4.0,3.0,5.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482404.4632428,4.0,
26 tỷ VNĐ,"Đường Trần Hưng Đạo, Phường Trần Hưng Đạo.", 95m2,8.0,8.0,9.0,10.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482406.5773892,10.0,
26 tỷ VNĐ,"Đường Trần Hưng Đạo, Phường Trần Hưng Đạo", 95m2,8.0,12.0,9.0,10.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482408.9985876,10.0,
27 tỷ VNĐ,Đường Nguyễn Hữu Thọ phường Hoàng Liệt, 232m2,12.0,10.0,4.0,15.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482411.4119713,15.0,
36 tỷ VNĐ,Tây Sơn Đống Đa Hà Nội, 98m2,,,2.0,,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482414.1544063,,
"13,3 tỷ VNĐ","Đường Trương Định, Phường Tương Mai", 55m2,4.0,12.0,5.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482416.7289674,4.0,
"29,8 tỷ VNĐ",Trung Kính Cầu Giấy, 85m2,5.0,,7.0,7.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482419.5394506,7.0,
6 tỷ VNĐ,Đường Nguyễn Cao phường Hàng Chuối, 32m2,5.0,3.0,5.0,3.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482422.0621192,3.0,
6 tỷ VNĐ,Đường Tăng Bật Hổ phường Hàng Chuối, 20m2,5.0,3.0,5.0,3.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482424.8718727,3.0,
"8,8 tỷ VNĐ",Đường Lạc Trung phường Thanh Nhàn, 40m2,6.0,9.0,5.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482427.6490827,4.0,
"9,8 tỷ VNĐ",Đường Thanh Nhàn phường Thanh Nhàn, 47m2,4.0,10.0,5.0,4.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482430.5719151,4.0,
"12,5 tỷ VNĐ",Đường Hoàng Cầu phường Ô Chợ Dừa, 65m2,5.0,20.0,5.0,5.0,06/10/2022,Tin thường,batdongsan_so_com_vn_1670482433.3881984,6.0,
"16,8 tỷ VNĐ",Đường Hoàng Văn Thái phường Khương Mai, 72m2,6.0,1.0,5.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482436.5214963,,
"7,6 tỷ VNĐ",Quan Hoa Cầu Giấy Hà Nội, 70m2,4.0,,4.0,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482438.9455733,,
"4,75 tỷ VNĐ","Khương Trung, Thanh Xuân, Hà Nội", 45m2,4.0,3.0,5.0,6.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482441.8260007,6.0,
10 tỷ VNĐ,Đường Mai Dịch phường Mai Dịch, 64m2,4.0,1.0,,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482446.873964,,
"4,45 tỷ VNĐ",Đường Cổ Nhuế phường Cổ Nhuế 2, 56m2,3.0,3.0,4.0,5.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482450.2179458,5.0,
"3,25 tỷ VNĐ",Đường An Đào D phường Trâu Quỳ, 52m2,4.0,,,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482523.0381236,,
"2,3 tỷ VNĐ",Đường Trần Hưng Đạo phường Trần Hưng Đạo, 41m2,7.0,30.0,6.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482525.9252279,4.0,
"4,6 tỷ VNĐ",Tô hiệu nguyễn trãi, 35m2,3.0,11.0,4.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482528.7754526,3.0, Đông nam
46 tỷ VNĐ,Đường Xã Đàn phường Phương Liên, 70m2,5.0,40.0,7.0,6.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482531.1356978,7.0,
"5,7 tỷ VNĐ","Phùng Khoang, Thanh Xuân", 55m2,3.0,3.0,3.0,3.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482534.695872,2.0, Tây nam
"5,7 tỷ VNĐ","Phùng Khoang, Thanh Xuân", 55m2,3.0,3.0,3.0,3.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482540.4593384,2.0, Tây nam
3 tỷ VNĐ,Đường Tô Hoàng phường Cầu Dền, 50m2,3.0,2.0,4.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482544.5104053,3.0,
"16,5 tỷ VNĐ",Đường Vũ Trọng Phụng phường Nhân Chính, 80m2,10.0,30.0,1.0,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482547.6177661,,
"3,7 tỷ VNĐ",Đường Mậu Lương phường Kiến Hưng, 47m2,3.0,3.0,4.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482550.2175667,4.0,
"3,4 tỷ VNĐ",Ngõ85 trung tả, 37m2,3.0,2.0,4.0,3.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482553.6154952,3.0,
"9,3 tỷ VNĐ",Đường Phú Đô phường Phú Đô, 57m2,5.0,,,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482557.3588598,,
"9,9 tỷ VNĐ",Đường Ngụy Như Kon Tum phường Nhân Chính, 45m2,,10.0,7.0,6.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482559.5121791,5.0,
5 tỷ VNĐ,Đường Ba La phường Phú Lãm, 50m2,4.0,,,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482563.3186767,,
"3,85 tỷ VNĐ","Thịnh Liệt, Thanh Trì HN", 30m2,,,,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482565.9245965,,
"4,5 tỷ VNĐ","Tam Hiệp, Thanh Trì HN", 45m2,,,,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482568.3837984,,
"10,4 tỷ VNĐ",đường Doãn Kế  Thiện, 58m2,5.0,5.0,4.0,3.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482570.8610008,,
"14,9 tỷ VNĐ",Đường Liễu Giai phường Liễu Giai, 60m2,5.0,7.0,7.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482576.2108102,,
"6,2 tỷ VNĐ",Đường Tây Sơn 2 phường Trung Liệt, 50m2,3.0,3.0,4.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482578.608066,5.0,
"4,5 tỷ VNĐ",Đường Kiều Mai phường Phúc Diễn, 35m2,5.0,8.0,4.0,3.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482581.9685016,3.0,
"7,3 tỷ VNĐ",tố hữu, 50m2,4.0,,5.0,6.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482584.4544797,4.0,
"5,6 tỷ VNĐ",Đường Nguyễn Trãi phường Thanh Xuân Trung, 55m2,3.0,3.0,4.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482645.2236886,5.0,
"24,5 tỷ VNĐ",Đường Thái Hà phường Láng Hạ, 77m2,5.0,8.0,7.0,3.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482648.5631173,7.0,
"8,2 tỷ VNĐ",Đường Nguyễn Cơ Thạch phường Mỹ Đình 1, 56m2,5.0,2.0,6.0,5.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482651.1484754,4.0,
3 tỷ VNĐ,Đường Tô Hoàng phường Cầu Dền, 50m2,3.0,2.0,4.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482655.627986,3.0,
35 triệu VNĐ/m2,"xã sài sơn, huyện quốc oai, thành phố Hà Nội", 86m2,5.0,11.0,,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482659.1004305,,
"14,3 tỷ VNĐ",Đường Mai Động phường Mai Động, 785m2,68.0,8.0,4.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482663.147712,3.0,
85 triệu VNĐ/m2,90 Miếu Đầm - Nam Từ Liêm, 200m2,10.0,,1.0,1.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482666.1660273,1.0,
79 triệu VNĐ/m2,"93 Láng Hạ, Đống Đa, Hà Nội", 101m2,,,10.0,1.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482668.7595935,1.0, Đông nam
"5,1 tỷ VNĐ",Đường Quan Nhân phường Nhân Chính, 50m2,4.0,2.0,4.0,3.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482671.3805065,3.0,
"6,8 tỷ VNĐ",Thanh Xuân, 78m2,4.0,,4.0,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482673.8173938,,
"5,4 tỷ VNĐ","Cầu Đơ, Quang Trung - Nguyễn Trãi, Hà Đông", 47m2,3.0,3.0,5.0,6.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482676.4965553,4.0, Đông bắc
"4,2 tỷ VNĐ",Nguyễn Thái Học- Hà Đông, 40m2,,,5.0,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482682.2642207,,
"4,25 tỷ VNĐ",Phan Huy Chú- Hà Đông, 40m2,,,5.0,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482684.5274172,,
"6,5 tỷ VNĐ",Văn Phú- Hà Đông, 58m2,,,4.0,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482687.5132926,,
"6,3 tỷ VNĐ",Tràn Phú- Hà Đông, 58m2,,,4.0,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482689.8497944,,
"8,7 tỷ VNĐ",75 phố tư đình, 65m2,4.0,5.0,,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482692.624123,,
"15,5 tỷ VNĐ",Đường Mễ Trì Thượng phường Mễ Trì, 81m2,5.0,1.0,5.0,6.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482695.1661532,3.0,
"5,4 tỷ VNĐ","Cầu Đơ, Quang Trung, Hà Đông", 47m2,3.0,3.0,5.0,6.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482698.8928256,4.0, Đông bắc
3 tỷ VNĐ,Đường Ngọc Trục phường Đại Mỗ, 35m2,4.0,3.0,5.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482702.276205,,
"9,8 tỷ VNĐ",Đường Bát Khối phường Bát Khối, 170m2,7.0,10.0,2.0,3.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482705.6765041,3.0,
11 tỷ VNĐ,"Bán nhà chính chủ Tập thể A38 phố Tư Đình, Long Biên, 11tỷ; 0939282255", 91m2,,,,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482755.0457125,,
"4,9 tỷ VNĐ",Đường 267 Tây Tưu phường Tây Mỗ, 68m2,4.0,1.0,,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482757.214688,,
"2,55 tỷ VNĐ",Đường Vĩnh Hưng phường Lĩnh Nam, 50m2,5.0,2.0,5.0,6.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482759.5252888,5.0,
840 triệu VNĐ,hoàn kiếm hà nội, 80m2,,,,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482762.0104773,,
3 tỷ VNĐ,Đường Yên Hòa Đại Mỗ phường Đại Mỗ, 32m2,4.0,4.0,5.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482764.6594102,,
"2,6 tỷ VNĐ",Đường Tam Trinh phường Mai Động, 38m2,6.0,2.0,1.0,2.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482767.4043434,1.0,
"1,15 tỷ VNĐ",Đường đường láng phường Láng Thượng, 50m2,5.0,1.0,1.0,2.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482769.800889,1.0,
"11,3 tỷ VNĐ",Đường Cổng Đục phường Hàng Mã, 65m2,4.0,8.0,4.0,6.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482772.6439173,6.0,
8 tỷ VNĐ,Đường Trần Hưng Đạo phường Trần Hưng Đạo, 40m2,4.0,3.0,7.0,5.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482775.0401843,5.0,
"4,3 tỷ VNĐ",Đường Hoàng Ngân phường Nhân Chính, 44m2,4.0,3.0,3.0,3.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482777.333078,2.0,
33 tỷ VNĐ,Mễ Trì - Nam Từ Liêm, 216m2,11.0,,3.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482779.4927385,5.0,
"5,5 tỷ VNĐ",Đường Tây Sơn 2 phường Trung Liệt, 33m2,3.0,1.0,6.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482783.4147964,6.0,
"6,9 tỷ VNĐ",quang trung, 46m2,4.0,,5.0,6.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482786.8846307,4.0,
"2,06 tỷ VNĐ",Đường Bùi Ngọc Dương phường Bạch Mai, 17m2,3.0,2.0,3.0,2.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482789.03761,3.0,
"13,3 tỷ VNĐ","Đường Trương Đinh, Phường Tương Mai.", 55m2,4.0,12.0,5.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482791.6050432,4.0,
