Title,Price,Area,Address,Gen_descrip,Loại hình,Ngày đăng,Ngày hết hạn,Loại tin,ID tin,Số phòng ngủ,Kệ TV,Tủ trang trí,Bàn ghế P.khách,Bình nóng lạnh,Bồn tắm,Vòi hoa sen,Bồn cầu,Bồn rửa mặt,Tình trạng pháp lý,Đường vào,Mặt tiền,Hướng nhà,Số tầng,Nội thất,Máy hút mùi,Tủ bếp,Bàn ăn,Giường ngủ,Bàn phấn,Tủ quần áo,Hướng ban công,Căn góc,Chiều sâu,Đã bao gồm thuế?,Chính chủ hay không?,Sofa phòng khách,Bàn trà,Đệm,Trần thả
"Sở hữu nhà riêng sổ đỏ 5 tầng, 37 m2 tại Đường Bùi Xương Trạch - Thanh Xuân, giá 4.9 tỷ","
4,9
Tỷ ","
37
m2
","['Hà Nội', 'Quận Thanh Xuân', 'Bán Nhà riêng tại Đường Bùi Xương Trạch']","
Bán ngay nhà Bùi Xương Trạch mặt ngõ thông KD.Lô góc 3 mặt thoáng sáng vô cùng.Nhà mới đẹp - nội thất đầy đủ.37 mét vuông x 5 tầng MT 5.2m giá 4.9 tỉ.Vị trí đắc địa mặt ngõ thông tứ phía, KD sầm uất, cách mặt phố 50m.Thiết kế thông sàn hiện đại:- Tầng 1: KD + bếp +  toilet.- Tầng 2 + 3 + 4: Mỗi tầng 1 PN  toilet khép kín.- Tầng 5: Phòng thờ + Sân phơi.- Nội thất và thiết bị đc chính chủ hoàn thiện toàn đồ xịn và sang trọng.  
",Nhà riêng, 22/11/2022,22/12/2022,Bán,2037591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sở hữu ngay nhà riêng 5 tầng, 35 m2, mặt tiền 4m tại Đường Đào Tấn - Ba Đình, giá 4.5 tỷ","
4,5
Tỷ ","
35
m2
","['Hà Nội', 'Quận Ba Đình', 'Bán Nhà riêng tại Đường Đào Tấn']","
Ngõ thoáng đẹp thông nhiều nơi, cách đường oto và phố Đào Tấn chỉ vài bước chân.DT ngôi nhà: 35m2 - MT: 4.5m.Khu VIP tập trung nhiều người Nhật, Hàn.Thiết kế hiên đại khung cột chắc chắn tối ưu hóa không gian:+ Tầng 1: pk + bếp.+ Tầng 2, 3, 4: Mỗi tầng 1 PN và 1  nhà vệ sinh.+ Tầng 5: Phòng thờ, sân phơi.Bìa đỏ chính chủ sang tên ngay.Giá chỉ 4.5 tỉ.Liên lạc để biết thêm thông tin ngôi nhà theo số điện thoại và Zalo: Lê Nhất.  
",Nhà riêng, 22/11/2022,22/12/2022,Bán,2037588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cần bán gấp bán nhanh nhà shr 7 tầng, 53 m2, mặt tiền 4m tại Đường Đào Tấn - Ba Đình, giá 12.8 tỷ","
12,8
Tỷ ","
53
m2
","['Hà Nội', 'Quận Ba Đình', 'Bán Nhà riêng tại Đường Đào Tấn']","
+ Mặt ngõ oto tránh nhau thoải mái, oto dừng đỗ ngày đêm, xung quanh công năng tiện ích ngập tràn không thiếu thứ gì.+ Chủ để lại toàn bộ đồ đạc nội thất xịn sò cho khách mua thiện chí ước tính cũng phải vài tỉ+ Khu vực tiện ích ngập tràn, gần chợ, trường học, vài bước ra công viên Bách Thảo và Lăng Bác, di chuyển phố cổ vài ph.-------- Nhà 7 tầng thang máy nhập khẩu.- T1: nhà để xe oto 7 chỗ.- T2: pk + bếp +  toilet.- T3,4,5. Mỗi tầng 1 PN +  toilet.- T6: Phòng thờ.- T7: Sân phơi.Bìa đỏ vuông đẹp, sẵn sàng giao dịch.Call ngay xem nhà: Thành Long.  
",Nhà riêng, 22/11/2022,22/12/2022,Bán,2037584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chuyển nhượng nhà sổ riêng 6 tầng, 50 m2, mặt tiền 6m tại Đường Đào Tấn - Ba Đình, giá 13.8 tỷ","
13,8
Tỷ ","
50
m2
","['Hà Nội', 'Quận Ba Đình', 'Bán Nhà riêng tại Đường Đào Tấn']","
Bán nhà Đào Tấn, Q. Ba Đình.6 tầng thang máy - ở kết hợp cho thuê dân trí cao - vị trí đắc địa an ninh đảm bảo - siêu thoáng.+ Vị trí: Đào Tấn cho Tây thuê không bao giờ sợ thiếu khách. Ngay gần Lotte, các trường học, giao thông thuận tiện, trước nhà sạch sẽ an ninh tốt, dân trí cao.+ Thiết kế 6 tầng thang máy, vừa xây. Nhà rất đẹp và thiết kế cực kỳ hợp lý. Khách vào xem là mê. chính chủ cẩn thận mua nội thất đầy đủ full option, khách mua chỉ việc đến ở, KD vô tư:- Tầng 1: Để xe và  p.khách, bếp,  phòng vệ sinh.- Tầng 2; ngăn thành 2 phòng cho trẻ em, có thể bỏ vách ngắn thành thông sàn.- Tầng 3 - 4 - 5: Mỗi tầng 1 phòng rộng khép kín.- Tầng 6: Có phòng thờ, sân phơi.- Bìa đỏ đẹp, cất két sẵn sàng giao dịch.Gọi ngay: Đức Minh.  
",Nhà riêng, 22/11/2022,22/12/2022,Bán,2037583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bán nhanh nhà sổ riêng 5 tầng, 75 m2, mặt tiền 6m tại Đường Đào Tấn - Ba Đình, giá 6.95 tỷ","
6,95
Tỷ ","
75
m2
","['Hà Nội', 'Quận Ba Đình', 'Bán Nhà riêng tại Đường Đào Tấn']","
Cần bán nhanh nhà mặt tiền Đào Tấn, Ba Đình để lo công việc cuối năm. Vị trí rất đẹp cách mặt phố đúng 15m, lô góc 2 mặt thoáng sáng, ngõ thông rộng.DT trên bìa đỏ 75.3m2, MT 6m, xây dựng 5 tầng chắc chắn.Đầy đủ công năng với 5 PN lớn, nhà còn rất đẹp về ở luôn.Khu vực sầm uất Q. Ba Đình, hàng xóm dân trí cao, văn minh, lịch sự. Tiện ích đầy đủ. Gần bãi gửi xe oto, cách trường điểm của Q., sát trung tâm thương mại Lotte.Bìa đỏ chính chủ, cất két chờ sang tên.Giá bán nhanh chỉ 6.95 tỉ có thỏa thuận.Hotline sớm để có giá siêu mềm nhất: A Linh  
",Nhà riêng, 22/11/2022,22/12/2022,Bán,2037568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hot, suất ngoại giao căn 2PN DT 79m2, giá 3.5 tỷ, view công viên Ngọc Trai, CC Hoàng Thành Pearl","
Thỏa thuận
","
80
m2
",['Bán Căn hộ chung cư  Hoàng Thành Pearl'],"
Tôi có căn 2 ngủ diện tích 79m2 ban công hướng Đông bắc view công viên Ngọc trai tại dự án Chung cư Cao cấp Hoàng Thành Pearl giá 3.5 tỷ/cănTổng quan dự án:- Gồm 1 toà tháp cao 30 tầng nổi.- 2 tầng khối đế thương mại - 3 tầng hầm - 3 block liền kề kết hợp kinh doanh- Tổng 334 căn hộ - 25 căn liền kề - 800 slot để xe ô tô- Bàn giao FULL nội thất cao cấp nhập khẩu: Sàn gỗ, trần thạch cao, hệ thống đèn downling, hệ thống tủ âm tường, bếp từ, hút mùi, điều hòa âm trần, full thiết bị vệ sinh...- Căn hộ thiết kế đẹp, sang trọng, tất cả các phòng đều có của sổ, logia đón ánh sáng và khí tươi từ tự nhiên- Full tiện ích: Siêu thị, gym, spa,công viên NGỌC TRAI đẳng cấp... Tầng 1,2 Trung Tâm Thương Mại.- Quy hoạch đường Nguyễn Văn Giáp mở rộng 29m (4 lần xe).- Dự án đang xây dựng tới tầng 27/30, thời gian bàn giao căn hộ 31/3/2024- Vị trí đắc địa: rất gần với các trường từ cấp 1-2-3 liên cấp quốc tế đến đại họcLiên hệ: Bùi Thuận (miễn trung gian)
",Căn hộ, 22/11/2022,20/12/2022,Bán,2002039,2.0,,,,,,,,,Sổ hồng,,,Tây-Nam,,Bàn giao FULL nội thất cao cấp nhập khẩu - điều hòa âm trần,,,,,,,Đông-Bắc,,,,,,,,
"Sở hữu ngay căn nhà riêng 6 tầng, 45 m2, mặt tiền 4m tại Đường Đào Tấn - Ba Đình, giá 9.2 tỷ","
9,2
Tỷ ","
45
m2
","['Hà Nội', 'Quận Ba Đình', 'Bán Nhà riêng tại Đường Đào Tấn']","
Mặt ngõ thông Đào Tấn, Ba Đình giáp ranh Cầu Giấy Tây Hồ.+ Nhà mới đẹp 6 tầng thang máy thông sàn vừa ở, vừa KD.-------------+ Vị trí: Mặt ngõ thông KD phố Đào Tấn, ngõ thông Phan Kế Bính, Đường Bưởi. Tiện ích, an sinh xã hội tuyệt vời: Gần Lotte Đào Tấn, Ngoại giao đoàn Vạn Phúc, thuận tiện giao thông các ngả hoặc cung đường ra sân bay rất tiện.+ Pháp lí: bìa đỏ đẹp nở hậu sẵn giao dịch.+ Giá thỏa thuận chính chủ - contact anh Huấn.  
",Nhà riêng, 22/11/2022,22/12/2022,Bán,2037567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bán nhà 4 tầng 38m2 gồm 5PN ở Yên Nghĩa, Hà Đông giá 2,03 tỷ","
2,03
Tỷ ","
38
m2
","['Hà Nội', 'Quận Hà Đông', 'Bán Nhà riêng tại Phường Yên Nghĩa']","
Bán nhà 4 tầng 38m2 gồm 5 phòng ngủ ở Yên Nghĩa, Hà Đông giá 2,03 tỉ. DT: 38m2.MT: 3.5m.Thiết kế đủ công năng sử dụng, thiết kế hiện đại:- T1: pk, bếp, để xe,  phòng vệ sinh.- T2: 2  phòng ngủ,  phòng vệ sinh.- T3: 2  phòng ngủ,  phòng vệ sinh.- T4: phòng thờ, sân phơ1Bìa đỏ đầy đủ, pháp lí chuẩn, không tranh chấp, không quy hoạch, nhận nhà ở ngay.Oto đỗ cách nhà 10m ngày đêmGần bến xe Yên Nghĩa, Hà Đông.Thiết kế hiện đại gồm 5 phòng ngủ rộng, 3 phòng vệ sinh full nội thất cơ bản chỉ việc xách va li về ở ngay.- Giá 2.03 tỉ (bao sang tên).Gọi ngay: Chị Đượm để đi xem nhà và tư vấn hoàn toàn free.   
",Nhà riêng, 22/11/2022,22/12/2022,Bán,2037556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Căn hộ 2 ngủ giá ưu đãi 6% chiết khấu ngay - quà liền tay 2 chỉ vàng đã có sổ sở hữu lâu dài,"
2,4
Tỷ ","
66
m2
",['Bán Căn hộ chung cư  Le Grand Jardin Sài Đồng'],"
“AN CƯ – LẠC NGHIỆP” tại khu đô thị Sài Đồng – Long Biên – Hà NộiSở hữu nhà tại Hà Nội chưa bao giờ dễ dàng đến thế với chính sách 3 không:+ Không chờ đợi – (dự án đã bàn giao, nhận nhà ở ngay).+ Không áp lực tài chính – (gói hỗ trợ lãi suất 0% trong 15 tháng).+ Không lo pháp lý – (CĐT uy tín, đã trao sổ cho cư dân).----------------------------------------------*// Vị trí - kết nối:- Giao điểm kết nối sầm uất, đông dân cư- 2 phút tới VinHomes Riverside.- 10 phút tới biển hồ VinHome Ocean Park- 15 phút sang phố Cổ Hà Nội- 5 phút tới Trung tâm thương mại AEON Mall Long Biên- 400m ra tới Quốc Lộ 5, trục giao thương, kinh tế của khu vực..-----------------------------------------------*// Chính sách ưu đãi.+ Ngân hàng hỗ trợ giải ngân lên tới 70% + Hỗ trợ lãi suất 0%, ân hạn nợ gốc lên tới 15 tháng.+ (Miễn phí trả nợ trước hạn trong thời gian hỗ trợ lãi suất).+ Miễn 18 tháng phí dịch vụ và quản lý+ Tặng 3 chỉ vàng quà tân gia tài lộc.+ Chiết khấu lên tới 6% khi thanh toán sớm.-----------------------------------------------*// Tiện ích ngập tràn:- Tiểu công viên cây xanh, lối dạo bộ- Bể bơi, đài phun nước, khu vui chơi trẻ em- Vườn tri thức, khu bàn cờ đấu trí- Chuỗi trường học đạt chuẩn hiện hữu bên cạnh dự án- TTTM Vincom, Aeon Mall, Savico Megamall.- Bệnh viện quốc tế Tâm Anh- Khu liên hiệp thể thao, sân golf…------------------------------------------------------------------------LE GRAND JARDIN: Sống Chất Lượng - Vượng Phú QuýĐ/C: đường Huỳnh Văn Nghệ - Sài Đồng - Long Biên - Hà Nội.Tư vấn miễn phí: Tuân Nguyễn - Đất Xanh Miền Bắc
",Căn hộ, 22/11/2022,06/12/2022,Bán,1975995,2.0,,,,,,,,,Sổ hồng,,,Đông-Nam,,bàn giao nội thất cơ bản,,,,,,,Tây-Bắc,,,,,,,,
"Cần bán nhanh nhà đẹp 4 tầng, 36 m2, mặt tiền 5m tại Đường Yên Lộ - Hà Đông, giá 3.65 tỷ","
3,65
Tỷ ","
36
m2
","['Hà Nội', 'Quận Hà Đông', 'Bán Nhà riêng tại Đường Yên Lộ']","
Nội thất luxury full đồ! Nhà 4 tầng x 36m2, oto qua thẳng nhà, bìa đỏ cầm tay.Vị trí: Cạnh khu đô thị Đô Nghĩa - Yên Nghĩa đường Lê Văn Lương nối dài.Liên hệ ngay e Phương bất động sản nhà nền thổ cư Q. Hà Đông.Giá 3.65 tỉ có thỏa thuận, đã bao phí thuế. Có hỗ trợ vay NH.Cách cổng khu đô thị Đô Nghĩa 100m.- Hướng: hướng Đông Bắc.- DT: 36m2.- MT: 5.5 m.- Đường trước cửa 5m oto đưa đón tận cửa.- Nhà mới thiết kế hiện đại, DT rộng, giá đã bao gồm nội thất.Chi tiết thiết kế gồm:+ Tầng 1: pk, khu bếp, Vệ sinh nhỏ.+ Tầng 2: 1 PN master + 1  toilet.+ Tầng 3: 2 PN + 1 toilet.+ Tầng 4: Phòng thờ + phòng kho + sân phơi.* Nội thất luxury (ảnh thật): Cầu thang tay vịn gỗ Lim, tủ bếp gỗ thịt dày dặn, cửa thông phòng cửa gỗ cao cấp tay cầm chất lượng cao, cửa cuốn, đèn chùm, quạt trần, nóng lạnh và bình Thái Dương năng lượng mặt trời, sàn gỗ,...* Tiện ích: Trường học mẫu giáo, cấp 1, cấp 2 cách nhà 100m.Cổng khu đô thị Đô Nghĩa cách nhà 100m.Công viên Âm Nhạc chỉ 150m chạy bộ.Cách chợ và siêu thị tạp hóa, hàng quán chỉ 50m.  
",Nhà riêng, 22/11/2022,22/12/2022,Bán,2037555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bán gấp nhà đất 66m2 tại đường Ngô Đình Mẫn, La Khê, Hà Đông","
Thỏa thuận
","
66 - 70
m2
","['Hà Nội', 'Quận Hà Đông', 'Bán Nhà riêng tại Đường Ngô Đình Mẫn']","
Chính chủ cần bán gấp nhà đất tại đường Ngô Đình Mẫn, La Khê, Hà Đông.Diện tích khoảng 66 – 70m2.+ Mặt tiền khoảng 9m, Có thể tách thành 2 mảnh.+ Sổ đỏ chính chủ, đất thổ cư.+ Nhà được thiết kết xây dựng 2 tầng kiên cố, đẹp, thoáng mát+ Bao gồm 4 phòng đầy đủ tiện nghi, hiện đang cho khách thuê trọ.+ Khu giao thông thuận tiện đi lại.+ Cách 30m đến đường ô tô tránh nhau+ Khu dân cư đông đúc, an ninh tốt, hàng xóm thân thiện.+ Xung quang đầy đủ các tiện ích: gần chợ, siêu thị,bể bơi, nhà văn hóa phường. Gần Bia bà La khê…+ Gần trường tiểu học, trung học cơ sở– Phù hợp để an cư sinh sống.– Là nơi chủ đầu tư không nên bỏ qua cơ hội kinh doanh, sinh lời cao.+ Ưu tiên khách mua ở lâu dài.Giá bán: 8x tr/m2 (Có thương lượng).
",Nhà riêng, 22/11/2022,20/12/2022,Bán,2037573,,,,,,,,,,Sổ đỏ,,,Đông,,,,,,,,,,,,,,,,,
"Bán gấp căn nhà riêng 4 tầng, 36 m2, mặt tiền 4m tại Đường Yên Lộ - Hà Đông, giá 2 tỷ","
2
Tỷ ","
36
m2
","['Hà Nội', 'Quận Hà Đông', 'Bán Nhà riêng tại Đường Yên Lộ']","
- Giá 2 tỉ vị trí cực đẹp, ngõ tương đối rộng 3m thông xe, 20m ra đường chính.Nhà xây mới bìa đỏ sẵn sàng giao dịch.* L/H e Phương tư vấn và gửi thêm thông tin tới ac.Vị trí thuận lợi đi lại bằng cả ô tô và xe máy.- Cách đường Tố Hữu 1 kilomet, cách BX Yên Nghĩa 1,2 kilomet.- 20m là đường chính xe tải tránh nhau thoải mái,Giá 2tỉ có bao thuế phí sang tên.- DT: 36m2.- MT: 4.2m.- Đường trước nhà 3m.- Đông Nam.- Nhà mới thiết kế hiện đại:Tầng 1: Khách, bếp, vệ sinh phụ.Tầng 2: 2 PN, 1 vệ sinh.Tầng 3: 2 PN, 1 vệ sinh.Tầng 4: 1 phòng thờ lớn, 1 sân phơi đã bắn tôn và chuồng cọp chắc chắn.* Nội thất:Nội thất bao gồm bàn bếp tủ bếp, đèn bếp, cửa chính, cửa thông phòng, toàn bộ hệ thống thiết bị vệ sinh, đèn chiếu sáng, trang trí đầy đủ, cầu thang đá, tay vịn gỗ, tủ bếp, máy bơm nước, bồn nước, chậu rửa bát + đèn trang trí, Cửa chính tầng 1 có 2 lớp gồm cửa gỗ đan kính và cửa ngoài hộp sắt.* Giá: 2tỉ bao thuế phí bìa đỏ sang tên.* Hỗ trợ trả góp với LS ưu đãi vay tới 80 phần trăm.L/H em Phương (zalo, call).  
",Nhà riêng, 22/11/2022,22/12/2022,Bán,2037552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Em cần bán căn 1 ngủ+1 tòa C Masteri Homes bàn giao cao cấp, view nội khu đẹp, giá nhỉnh 2 tỷ TTS","
2,05
Tỷ ","
50
m2
",['Bán Căn hộ chung cư  Masteri West Heights'],"
Thông tin căn hộ 1 +1 ngủ thông minh tại Dự án Masteri West HeightsVị trí gần Aeon Mall Hà Đông, giáp Lê Trọng Tấn, Cầu Giấy....- Tiêu chuẩn bàn giao cao cấp đầy đủ thiết bị: sàn gỗ, tủ bêp và bếp từ, hệ thống điều âm trần 2 chiều, lò nướng , thiết bị vệ sinhTất cả đều là nhập khẩu từ nước ngoài: Nhật, Hàn, Đức. Được chiết khấu lên đến 13.5%* Tiện ích. Full 2 tầng hầm để xe nên khách hàng không lo thiếu chỗ để. Được miễn phí 36 tháng phí quản lý. Có đến 4 bể bơi vô cực và 1 bể bơi ngoài trời. Phòng gym, thu viện trong nhà, phòng chơi game, phòng vui chơi trẻ em ,.....
",Căn hộ, 22/11/2022,20/12/2022,Bán,2037545,2.0,,,,,,,,,,,,Đông-Nam,,full cao cấp ,,,,,,,,,,,,,,,
"Giảm 400 triệu còn 8,5 tỷ - Trung tâm cầu giấy - 15m ra mặt phố - nhà đẹp vào ở luôn","
8 - 8,5
Tỷ ","
60
m2
","['Hà Nội', 'Quận Cầu Giấy', 'Bán Nhà riêng tại Phố Trung Kính']","
Nhà cách mặt phố chỉ 15m, ngõ thẳng tắp trước nhà rất thoáng, sau nhà còn khe thoáng khoảng 60cm để chừa ra cho thoáng.Nhà xây chắc chắn, thiết kế 4 tầng đầy đủ công năng.Sổ vuông vắn chính chủ. Sẵn sàng giao dịch ngay.Liên hệ E Dũng BĐS Thổ Cư để tư vấn và xem nhà miễn phí
",Nhà riêng, 22/11/2022,20/12/2022,Bán,2037536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bán Biệt thự trên không Toà G3 Penthouse Sunshine Garden cạnh (Times City) Quận Hai Bà Trưng,"
15,9
Tỷ ","
335
m2
",['Bán Căn hộ chung cư  Sunshine Garden'],"
  [Bán Gấp] -  PENTHOUSE hàng hiệu  G3 Toà Sunshine Garden,  Toà nhà với 3 căn Penthouse đẳng cấp. – sang trọng – tinh tế nằm trên Tầng 31, Phiên bản giới hạn đáng sống (Cạnh Times City) Q.Hai Bà Trưng.     Kết hợp hoàn hảo phong cách Tân Cổ Điển. toàn bộ bên trong toà nhà được áp dụng Smarthome cho căn hộ,  Dự án  đầy đủ tiện ích Nội – Ngoại Khu có khuôn viên xanh ở giữa bên trong toà nhà .   Penthouse Sunshine Garden  Phố Minh Khai căn biệt thự trên không hạng sang nằm trong khu đô thị Ao Mơ. 1 đại dự án nổi tiếng,  Concet Nhà phố thương mai, khu đô thi xanh.Dự án: Penthouse Sunshine Garden (Cạnh Times City): Penthouse Toà G3: SUNSHINE GARDEN + G3 - PH05 - 350m2 ( thông thuỷ) + G3 - PH03 - 335m2 ( thông thuỷ)Thiết kế nằm trên tầng 31.  View 360 độ thoáng nhất toà G3  Sunshine Garden.xung quanh đầy đủ tiện ích, dãy BT thấp tầng. Khu đô thị mới ao mơ.+ Căn Penthosue được thiết kế 4Pn + 4wc , Bcông chạy dài từ phòng khách đến phòng ngủ Master.+ Trần nhà cao: 4,9m ( Khách hàng  có thể tự làm Duplex)+ Được bố trí Penthouse nằm trên tầng cao nhất toà nhà, view Full kính, thoáng, không bị chắn.+ 3 căn Penthouse đẹp nhất toà nhà, với các tiện ích nội khu bể bơi , gym, cây xanh bao phủ. Khách hàng được phục vụ chu đáo. Được vận hành bởi đơn vị Sunshine đầy uy tín.+ Ký HDMB trực tiếp chủ đầu tư+ Nhận bàn giao thô, dễ dàng cho khách hàng tự thiết kế  sáng tạo bên trong căn hộ của gia chủ, + Nhận nhà ngay sau ký HDong.Call trực tiếp để đăt lịch xem nhà Trân trọng !!! 
",Căn hộ, 28/10/2022,09/12/2022,Bán,1905527,4.0,,,,,,,,,Sổ hồng,,,Nam,31.0, Thô,,,,,,,Nam,Có,,,,,,,
Bán căn hộ chung cư Park Kiara - Park City Hà Đông giá rẻ ,"
Thỏa thuận
","
60
m2
 ",['Bán Căn hộ chung cư  Khu đô thị ParkCity Hà Nội'],"
Chính chủ cần bán gấp căn hộ chung cư cao cấp Park Kiara trong quần thể Park City. Các căn hộ có diện tích 60m, 82m, 90m2, bao gồm 2PN-3PN. Đầy đủ nội thất cơ bản CĐT bàn giao.Căn hộ tầng trung đẹp, ban công hướng mát. Nhà đã nhận bàn giao.Giá bán thoả thuận 
",Căn hộ, 22/11/2022,06/12/2022,Bán,2036324,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,đầy đủ đồ cơ bản,1.0,1.0,1.0,,,,,,,,,,,,
Rất thiện chí cần bán căn 68m2 khu Park Hill Premium nhà cực mới - Liên hệ ,"
4,1
Tỷ ","
68
m2
",['Bán Căn hộ chung cư  Khu đô thị Vinhomes Times City'],"
Đang cần tiền nên gia đình cần bán nhanh căn hộ 2 phòng ngủ- Căn hộ 2 ngủ, 2 vệ sinh , thiết kế nhỏ nhắn, vuông vắn- Nhà còn mới, ở rất giữ gìn, sạch sẽ- Sổ đỏ cầm tay, chính chủ- Mua bán nhanh chóng- Xem nhà liên hệ trước
",Căn hộ, 22/11/2022,06/12/2022,Bán,2037530,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,Đông,,Cơ bản,1.0,1.0,,,,,,,,,,,,,
"Bán nhà Vinhomes Ocean Park diện tích 106m2, giá chỉ từ 710 triệu","
Thỏa thuận
","
106
m2
",['Bán Căn hộ chung cư  Vinhomes Ocean Park'],"
Mở bán mới chung cư Vinhomes Ocean Park, tòa P3, căn 3PN , DT106m2, giá chỉ từ 710 triệu.Mô tả:+ Vị trí tòa P3 thuộc phân Khu Pavilion thuộc phân khu cao cấp, cách công Viên Gia Lâm 50m, cách Vincom và Biển Hồ 200m. Chỉ 10 phút đi UBND Gia Lâm và bệnh viện Gia Lâm, Học Viện Nông Nghiệp.+ Hiện tại cơ sở hạ tầng đã đồng bộ mọi tiện ích, được sử dụng miễn phí như: Vườn Nướng BBQ, bể bơi, xe Bus, sân Gym…+ Tòa đang mở bán mới, rất nhiều căn đẹp để lựa chọn, anh chị đặt mua còn được tặng thêm voucher trị giá 200 triệu.+ Sổ vuông đẹp sở hữu vĩnh viễn.Đặt mua trực tiếp vui lòng gọi tôi.
",Căn hộ, 16/11/2022,14/12/2022,Bán,1731657,,,,,1.0,1.0,1.0,1.0,1.0,Sổ đỏ,,,,,,,,,,,,,,,,,,,,
"Cực rẻ bán mới chung cư Vinhomes Ocean Park tòa P3, giá chỉ từ 450 triệu","
Thỏa thuận
","
74
m2
",['Bán Căn hộ chung cư  Vinhomes Ocean Park'],"
Mở bán mới chung cư Vinhomes Ocean Park, tòa P3, căn 2PN + 1, DT74m2, giá chỉ từ 450 triệu.Mô tả:+ Vị trí tòa P3 thuộc phân Khu Pavilion thuộc phân khu cao cấp, cách công Viên Gia Lâm 50m, cách Vincom và Biển Hồ 200m. Chỉ 10 phút đi UBND Gia Lâm và bệnh viện Gia Lâm, Học Viện Nông Nghiệp.+ Hiện tại cơ sở hạ tầng đã đồng bộ tiện ịch đã được sử dụng miễn phí như: Vườn Nướng BBQ, bể bơi, xe Bus, sân Gym…+ Tòa đang mở bán mới, rất nhiều căn đẹp để lựa chọn, anh chị quan tâm vui lòng gọi quảng lý dự án Mr Năng để được tư vấn miễn phí.
",Căn hộ, 16/11/2022,14/12/2022,Bán,1730015,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,nội thất cơ bản,,,,,,,,Có,,,,,,,
Bán nhà Vinhomes tiêu chuẩn cao cấp gold giá thanh toán trước 650 triệu,"
Thỏa thuận
","
55
m2
",['Bán Căn hộ chung cư  Vinhomes Ocean Park'],"
Sở hữu căn hộ cao cấp tiêu chuẩn gold của Vinhomes chưa bao giờ dễ dàng đến thế!Ký HDMB trực tiếp với chủ đầu tư căn hộ 1PN + 1 phân khúc cao cấp Zenpark - Vinhomes Ocean Park.- Diện tích: 55m2.- Thiết kế căn 1 phòng ngủ + 1 đa năng, 1 khách, bếp và ban công trải dài.- Đã có đầy đủ nội thất liền tường cao cấp nhập khẩu từ Đức.- Bên trái view công viên hồ điều hòa. Bên phải là hồ Cá Koy.- Nhận nhà ở luôn, Hỗ trợ trả góp: Thanh toán trước 650tr. Miễn lãi gốc đến T12/2023.LH em nhận chính sách riêng.
",Căn hộ, 29/10/2022,24/12/2022,Bán,1937144,1.0,,,,1.0,1.0,1.0,1.0,1.0,Sổ đỏ,,,,,Full nội thất liền tường cao cấp,1.0,1.0,,,,1.0,,,,,,,,,
Bán chung cư 2PN+1 Vinhomes Ocean Park chiết khấu 789 triệu,"
1,9
Tỷ ","
60
m2
",['Bán Căn hộ chung cư  Vinhomes Ocean Park'],"
Để hỗ trợ khách hàng có nu cầu sở hữu chung cư Vinhomes Ocean Park căn 2PN+1, DT60m2, full nội thất liền tường cao cấp, ở ngay, chủ đầu tư có những chính sách như sau:+ Chiết khấu số tiền lên đến 789 triệu cho khách hàng mua giai đoạn này.+ Hỗ trợ vay ngân hàng lên đến 70% giá trị căn hộ với lãi, gốc 0% đến 2/2024 đối với khách hàng có tài chính khoảng 600-700 triệu.+ Tặng thêm voucher mua xe trị giá 150 triệu cho khách hàng.+ Ký hợp đồng mua bán trực tiếp với CĐT rất an toàn về mặt pháp lý.+ Thiết kế căn 2PN+1 đa năng, 2 ban công, các phòng đều có ánh sáng tự nhiên, full nội thất liền tường cao cấp.+ Căn hộ đầy đủ công năng sử dụng ở cũng như kinh doanh cho thuê hoặc làm homestay.Liên hệ em để xem trực tiếp căn hộ và nhận chính sách riêng.
",Căn hộ, 29/10/2022,24/12/2022,Bán,1919223,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bán gấp căn góc hoa hậu 3 phòng ngủ full nội thất toà R4 Vinhomes Royal City 72 Nguyễn Trãi,"
7,6
Tỷ ","
131
m2
",['Bán Căn hộ chung cư  Khu đô thị Vinhomes Royal City'],"
Cần bán căn hộ góc toà R4, chung cư đc thiết kế các phòng đều thoáng sáng, đầy đủ công năng sử dụng.Làm bếp mở, sửa lại toàn bộ chỉ việc xách vali về ở.View quảng trường cực đẹp.DT: 131m2, 3 PN, 2 vệ sinh, 1 khách, 1 bếp, tất cả các phòng đều sáng.Giá: 7,6 tỉ full nội thât.Gọi: để đc tư vấn free.
",Căn hộ, 22/11/2022,22/12/2022,Bán,2037497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
