,Price,Address,Area,Direction,Facade,Building Line,Floors,Bedrooms,Toilets,Details,Publish Time,Type,ID,District
9501,8600,"Đường Nguyễn Sơn, Gia Thụy, Long Biên",45.0,None,4.0,3.0,6,4,5,Bán nhà đẹp Nguyễn Sơn thông Nguyễn Văn Cừ + Vị trí đẹp khu phân lô hàng không đường thông Ôtô vào nhà. + Khu vực an ninh tốt khu phố văn minh hàng xóm thân thiện. + Diện tích 45m2 từ tầng 2 rộng hơn. Nhà xây tâm huyết chất lượng cao + Thiết kế 5 tầng 1 tum phòng nào cũng sáng thoáng đủ công năng. + Sổ đỏ phân lô sẵn sàng giao dịch Liên hệ em Hoàn 0868.246.333 đi xem và tư vấn miễn phí ,19/12/2022,Tin thường,batdongsan_so_com_vn_1673782906.3457844,Long Biên
9502,18000,"Đường Đền Lừ 2, Hoàng Văn Thụ, Hoàng Mai",90.0,None,10.0,7.0,3,3,3,"
    
+ Vị trí : đẹp nhất khu vực, ngõ 299 là chợ Đền Lừ, thông từ đền lừ sang Tam Trinh, kinh doanh sầm uất ngày đêm, cực hiếm nhà bán

+ Nhà cũ xác định bán vị trí, mặt tiền rộng , lô góc có thể xây toà nhà hoặc chia làm 2 căn đều ổn

+ Nhà đang cho ng quen thuê giá hữu nghị
",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782907.764025,Hoàng Mai
9507,7500,"Đường Đại Mỗ, Đại Mỗ, Nam Từ Liêm",93.0,None,5.0,6.0,3,2,2,"KHUÔN ĐẤT TO ĐẸP - 20M RA PHỐ - NGÕ NÔNG THẲNG TẮP - 3 MẶT THOÁNG - TƯƠNG LAI QUY HOẠCH SÁT NHÀ CỰC GIÁ TRỊ. * Bán nhà Liên cơ phố Đại Mỗ, Nam Từ Liêm. * Diện tích: 93m, Nhà 3 tầng, Mặt tiền 5.8m * Giá chào: 7.5 tỷ * Vị trí giao thông đi lại thuận tiện, thông với các tuyến Đại Mỗ, đường 70, Tố Hữu, Vạn Phúc, Sa Đôi, tương lai giá trị hơn khi đường 70 đang mở rộng. Vị trí ngõ nông rộng thoáng, vài bước chân ra mặt phố. * Khu vực đang phát triển cực mạnh tiện ích bạt ngàn 5p ra Aeon Mall Hà Đông, xung quanh rất nhiều các khu đô thị như Luis City, FLC, Kđt Dương Nội, gần Lê Quang Đạo kéo dài... * Nhà 3 tầng cũ chủ xác định bán đất, bán vị trí, khuôn đất to đẹp khách mua giữ tiền hoặc xây CCMN cho thuê đều tốt. Vị trí 3 thoáng vĩnh viễn, sau quy hoạch nhà mình vị trí cực đẹp. * Thiết kế:  - Tầng 1: Sân để xe + Phòng khách + Bếp, wc. - Tầng 2: 2 Phòng, wc. - Tầng 3: Phòng thờ + Sân phơi. * Sổ đỏ chính chủ, giao dịch ngay. * Liên hệ xem nhà: 0902.08.31.39",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782916.2366292,Nam Từ Liêm
9508,4100,"Đường Phạm Ngọc Thạch, Quang Trung, Đống Đa",40.0,None,4.0,15.0,4,3,4,"Vị trí nhà cực đẹp, cách mặt đường chính 40m.- Ngõ vào nhà thông thoáng sạch sẽ, 1 rẽ tới nhà.- Ô tô tránh 5m, ô tô đỗ 5m, ngõ thông qua nhà, 3 gác qua nhà.- Gần ngã tư , giao thông thuận tiện, Gần nhiều trường Đại Học Thủy Lợi, Công Đoàn, Học Viện Ngân Hàng. - Bán kính 200m đầy đủ mọi tiện ích như chợ an sinh, trung tâm thương mại, bãi gửi xe, trường học các cấp.- Khu vực dân trí cao, đầy đủ tiện ích, ở sướng.- Nhà được chủ xây dựng chắc chắn, tâm huyết, hiện đại.Thiết kế:+ Tầng 1: Phòng khách, phòng bếp + ăn, wc.+ Tầng 2,3: mỗi tầng 2 phòng ngủ, WC.+ Tầng 4: 1 phòng rộng, WC, ban công rộng thoáng.Sổ đỏ vuông vắn, sẵn sàng trao tay, chủ nhà thiện chí thanh khoản nhanh.Giá chỉ 4.1 tỷ. (có thương lượng).",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782917.8109455,Đống Đa
9509,42000,"Đường Liễu Giai, Cống Vị, Ba Đình",100.0,None,5.0,1.0,9,14,14,"Ngõ vip nhất Phố Liễu Giai, khu tập trung nhiều quan chức cấp cao và giới siêu giàu ở.+ Trung tâm quận Ba Đình, không thể có căn thứ 2, chủ xây 9 tầng lộng lẫy.+ Mặt sau ngõ ba gác thoáng vĩnh viễn!+ Tiện ích khu vực khỏi bàn, 2 bước chân vô vàn dịch vụ, vị trí quá Víp thông sang Vạn Phúc, Hồ Tây chỉ 5 phút lái xe.Thiết kế: 9 tầng thang máy.+ Tầng 1: Gara ô tô.+ Tầng 2 đến tầng 8: Mỗi tầng 2 phòng khép kín, full đồ.+ Tầng 9: Thiết kế 1 căn hộ.Từ tầng 2 đến tầng 7 chủ cho thuê 14 căn hộ nhẹ nhàng tự khai thác dòng tiền đạt 210 triệu/ tháng.+ Nhà đầy đủ GP PCCC, GPXD!+ Sổ đỏ chính chủ, vuông như tờ A4, chủ cất két giao dịch trong 1 nốt nhạc.",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782921.3264935,Ba Đình
9510,4100,"Đường Tôn Thất Tùng, Ngã Tư Sở, Đống Đa",35.0,None,3.0,15.0,4,3,4,"Vị trí nhà cực đẹp, cách mặt đường chính 40m.- Ngõ vào nhà thông thoáng sạch sẽ, 1 rẽ tới nhà.- Ô tô tránh 5m, ô tô đỗ 5m, ngõ thông qua nhà, 3 gác qua nhà.- Gần ngã tư , giao thông thuận tiện, Gần nhiều trường Đại Học Thủy Lợi, Công Đoàn + cấp 1, cấp 2, cấp 3. - Bán kính 200m đầy đủ mọi tiện ích như chợ an sinh, trung tâm thương mại, bãi gửi xe, trường học các cấp.- Khu vực dân trí cao, đầy đủ tiện ích, ở sướng.- Nhà được chủ xây dựng chắc chắn, tâm huyết, hiện đại.Thiết kế:+ Tầng 1: Phòng khách, phòng bếp + ăn, wc.+ Tầng 2,3: mỗi tầng 2 phòng ngủ, WC.+ Tầng 4: 1 phòng rộng, WC, ban công rộng thoáng.Sổ đỏ vuông vắn, sẵn sàng trao tay, chủ nhà thiện chí thanh khoản nhanh.Giá chỉ 4.1 tỷ. (có thương lượng).",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782922.9357307,Đống Đa
9511,4100,"Đường Tôn Đức Thắng, Quang Trung, Đống Đa",35.0,None,3.0,15.0,4,3,4,"Vị trí nhà cực đẹp, cách mặt đường chính 40m.- Ngõ vào nhà thông thoáng sạch sẽ, 1 rẽ tới nhà.- Ô tô tránh 5m, ô tô đỗ 5m, ngõ thông qua nhà, 3 gác qua nhà.- Gần ngã tư , giao thông thuận tiện, Gần nhiều trường Đại Học Thủy Lợi, Công Đoàn. - Bán kính 200m đầy đủ mọi tiện ích như chợ an sinh, trung tâm thương mại, bãi gửi xe, trường học các cấp.- Khu vực dân trí cao, đầy đủ tiện ích, ở sướng.- Nhà được chủ xây dựng chắc chắn, tâm huyết, hiện đại.Thiết kế:+ Tầng 1: Phòng khách, phòng bếp + ăn, wc.+ Tầng 2,3: mỗi tầng 2 phòng ngủ, WC.+ Tầng 4: 1 phòng rộng, WC, ban công rộng thoáng.Sổ đỏ vuông vắn, sẵn sàng trao tay, chủ nhà thiện chí thanh khoản nhanh.Giá chỉ 4.1 tỷ. (có thương lượng).",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782923.9072347,Đống Đa
9513,4500,"Đường Kim Mã, Kim Mã, Ba Đình",45.0,None,6.0,5.0,5,3,4,"
    
Bán nhà 5tầng 48m2 mặt tiền 6m nhỉnh 4 tỷ đẹp ấm cúng vượng khí rẻ nhất Quận Ba Đình gần ôtô (1)
 
MẶT TIỀN KHỦNG - TRƯỚC NHÀ NGÕ 3M - MÓNG LÊN 7 TẦNG THOẢI MÁI

- Ngõ thông gần ôtô kinh doanh cực kỳ sầm uất, thông tứ tung sang 290, 116, 192, 82 Kim Mã, Giang Văn Minh, Đội Cấn, Nguyễn Chí Thanh, Liễu Giai, Văn Cao, Đào Tấn... 
- Nhà thuộc khu cán bộ nhà nước, an ninh dân trí cao, xung quanh tiện ích phong phú quy hoạch ổn định trường trạm, chợ, Bệnh viện, siêu thị, trung tâm thương mại không thiếu thứ gì.
- Thiết kế KBCT chắc chắn, dầm 45 lên tầng thoải mái, nhà có thể cải tạo lắp thang máy.
- T1: Phòng khách + bếp.
- T2: Phòng ngủ + Ban công + Wc.
- T3: 2 phòng ngủ + Wc.
- T4: Sân Phơi + phòng thờ Đã đổ trần full mái, có thể cải tạo thêm phòng ngủ.
- T5: Tum trồng rau.
- Sổ đỏ chính chủ , pháp lý chuẩn. Sẵn giao dịch
Chú ý: Nhà đất cuối năm giao dịch cực nhanh xem ngay kẻo lỡ!
1. LH: A. Hoàng Anh 0934266313 (tư vấn, lọc nhà, xem nhà miễn phí)
2. Hỗ trợ tài chính cho vay mua nhà đến 80% giá trị căn nhà, lãi suất thấp nhất thị trường.
",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782929.0342813,Ba Đình
9514,26500,"Đường Nguyên Hồng, Láng Hạ, Đống Đa",70.0,None,5.0,7.0,7,3,6,"   + Khu phân lô thông ra tuyến phố Huỳnh Thúc Kháng, Nguyễn Chí Thanh…Ô tô chạy vòng quanh. Tiện ích bạt ngàn…. + Khu víp quận Đống Đa tập trung nhiều quan chức, quanh nhà nhiều văn phòng công ty. An sinh tuyệt đỉnh, an ninh tuyệt đối…. + Nhà 7 tầng xây dựng trên diện tích 70m2, thang máy Fuji Nhật Bản chạy êm ái, nội thất trang thiết bị nhập khẩu châu Âu. Chủ nhà xây dựng tâm huyết, các phòng đều lắp điều hòa Tổng, bố trí đầy đủ công năng….. Để lại toàn bộ nội thất sang xịn cho chủ mới. + Pháp lý chuẩn, sổ đỏ 1 chủ lâu dài vuông vắn sẵn sàng sang tên.+ Liên hệ (Zalo) Nguyễn Luận để được tư vấn và xem nhà miễn phí 24/7…….…….trân trọng……………",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782930.3489351,Đống Đa
9515,17000,"Đường Nguyen Van Huong, Giang Biên, Long Biên",76.0,None,7.0,30.0,7,6,8,"✅✅SIÊU BIỆT THỰ MỚI BÓC TEM – 2 MẶT PHỐ, 6 TẦNG THANG MÁY – KINH DOANH – ĐẲNG CẤP - Khu phân lô TĐC Nguyễn Văn Hưởng, Long Biên.  - Diện tích: 76m2. Mặt tiền khủng 7m, 6 tầng thang máy.  💎Vị trí: Đắc địa 2 mặt phố vô cùng đẹp, đẳng cấp sống, đẳng cấp KD, View hồ, vỉa hè trước nhà 3 ô tô tránh đỗ ngày đêm, thích hợp mọi tiêu chí. Thừa hưởng tiện ích toà RuBy, hàng xóm Vinhome Riverside, khu đô thị Việt Hưng + BT liền kề, đường thông hè thoáng đi đâu cùng tiện lợi, gần chợ, trường cấp 1,2, chỉ 2 phút đến quận Uỷ Long Biên, BV đa khoa Đức Giang. 💎Thiết kế: Siêu biệt thự, gần 1000 m2 sàn.  + Nội thất tiền tỷ, toàn hãng nổi tiếng, cầu thang gỗ lim tự nhiên, thang máy nhập khẩu chạy êm ru, chủ nhà thiết kế tâm huyết sang chảnh.  + Sổ đỏ chính chủ, pháp lý chuẩn. Liên hệ: 0962783229.",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782931.4829686,Long Biên
9517,19200,"Đường Trần Quang Diệu, Ô Chợ Dừa, Đống Đa",60.0,None,4.0,7.0,6,6,7,"+ Víp của víp 6 tầng thang máy nhập khẩu chạy êm ái, nội thất sang xịn dát vàng, hệ thống điện thông minh, cửa cuốn điều khiển bằng điện thoại. Chủ thiết kế xây dựng tâm huyết đầy đủ công năng sử dụng.  + Khu phân lô bàn cờ có vỉa hè ô tô tránh, dừng đỗ ngày đềm. Thông các ngã, Viu vườn hoa, gần hồ Hoàng Cầu…. + Qunh nhà đều là cán bộ cấp cao ở, nhiều văn phòng công ty, vừa ở vừa Kinh doanh hoắc cho thuê văn phòng luôn full…. + Pháp lý chuẩn, sổ đỏ phân lô 1 chủ lâu dài sẵn sàng sang tên. + Giá 19.5 tỷ, có thương lượng.+ Liên hệ (Zalo) Nguyễn Luận để được tư vấn và xem nhà miễn phí 24/7 có hỗ trợ Bank…. Trân trọng…. ",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782935.3549268,Đống Đa
9526,12800,Trần Phú - Hà Đông,62.0, Đông nam,4.0,7.0,5,6,4,"Vị trí: Nhà hướng ĐN ở trung tâm quận Hà Đông, sau BicC Hà Đông, tiện ích xung quanh không thiếu thứ gì, đường thông hè thoáng, xung quanh là các trường học cấp 1,2,3, bệnh viện Quân Y 103, Bệnh viện Đa Khoa Hà Đông, các khu đô thị Mỗ Lao, Văn Quán, đi bộ vài phút đồng hồ lên ga  đường sắt trên cao Văn Quán. + Nhà thiết kế:  Tầng 1 phòng khách+ bếp+ WC. + Tầng 2,3,4 mỗi tầng 2 phòng ngủ + WC. + Tầng 5 thiết kế phòng thờ + Sân Phơi + Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịch Giá mong muốn 12.8 tỷ( Có thương lượng với chủ nhà) Liên hệ: Mr Đức Luyện thổ cư: 0911779569 để được xem nhà",10/05/2022,Tin thường,batdongsan_so_com_vn_1673805268.447367,Hà Đông
9531,15000,"Phố An Hoà, Mỗ Lao, Hà Đông",78.8,None,4.0,7.0,4,3,3,"Siêu Hiếm, phố An Hoà, Mỗ Lao, Hà Đông, Ô Tô,Ở Luôn, Kinh Doanh, 78,8m2x 4T. Chỉ 15 Tỷ. Vị trí: Nhà nằm khu trung tâm Quận Hà Đông, Thuộc khu liền kề, gần chợ,  Ô tô đỗ cửa, phố kết nối với Trần Phú, Nguyễn Văn Lộc , nhà cho thuê cửa hàng mỗi tháng thu 20 củ đều như vắt chanh. Thiết kế: Nhà xây 4 tầng khung cột bê tông chắc chắn. + Tầng 1: Kinh doanh, bếp + WC. + Tầng 2: Phòng khách + phòng ngủ + WC cầu thang giữa. + Tầng 3: 2 Phòng ngủ +WC. + Tầng 4: phòng thờ sân phơi, máy giặt. Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịch. Giá bán: 15 Tỷ ( Có thương lượng) Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.                                                                                                                                                                           - Mr Luyện thổ cư: 0911779569 - Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến 100 tỷ.  “TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",30/08/2022,Tin thường,batdongsan_so_com_vn_1673805274.316722,Hà Đông
9556,866,mê linh hà nội,80.0,None,5.0,6.0,None,None,None,"☣️ Cơ hội đầu tư ngay tại dự án Khu dân cư mới tự xây Tân Phúc giá rẻ chỉ 866 triệu/ lô. 🔰 Tọa lạc ngay nối vào Nút giao Cao tốc 5B, nằm bên cạnh đường Quy hoạch rộng 66m, trong lòng Khu công nghiệp lớn nhất tại Hưng Yên. 🗾 Diện tích đa dang từ 70- 90m2, đường nhựa 2 ô tô tránh nhau. 🎁 Tặng quà tri ân lên tới 3% giá trị lô 💯Đã có Sổ đỏ riêng từng lô, Công chứng Sang tên trong ngày. 💎 Sở hữu vị trí vô cùng đắc địa nằm trong vùng kinh tế trọng điểm theo trục hành lang kết nối Đông Tây cùng sở hữu hệ thống giao thông tốt bậc nhất với nhiều tuyến Quốc lộ và Tỉnh lộ cực kỳ quan trọng, thúc đẩy giao thương kinh tế Vùng, Quốc gia cũng như thuận lợi cho Xuất nhập khẩu. ♻️ Liền kề hàng trăm héc ta Khu đô thị và hàng nghìn héc ta khu công nghiệp đang dần dần hiện hữu ♻️Dân cư khu vực đông đúc, sầm uất với hàng loạt hộ kinh doanh, Chợ dân sinh, Trường học các cấp, ủy ban, Ngân hàng, Y tế xung quanh chỉ vài phút di chuyển. ♻️Hạ tầng đồng bộ với mốc giới rõ ràng, mặt đường trải nhựa theo tiêu chuẩn đô thị mới. ♻️ Đã có sổ đỏ riêng từng lô, đất ở lâu dài, ký công chứng chuyển nhượng trong ngày, nhanh chóng và không mất thêm thời gian và chi phí. ♻️Nơi thích hợp cho các nhà đầu tư khó tính nhất, tài chính đầu tư không quá lớn, cũng là nơi an cư cho các cặp vợ chồng trẻ, công nhân viên các Cụm công nghiệp, Khu công nghiệp ở địa phương. 💯Đầu tư ngay hôm nay sẽ là quyết định đúng đắn và an toàn nhất của bạn!",30/08/2022,Tin thường,batdongsan_so_com_vn_1673805330.6850219,Mê Linh
9557,4850,"Chính Kinh, Thanh Xuân",48.0, Đông nam,3.0,3.0,4,4,3,"Nhà Sổ Đỏ Chính Chủ Chính Kinh, Thanh Xuân, Lô Góc, DT 48m2x4T, Ở Luôn, Chỉ 4.85 Tỷ. Vị trí: Ngôi nhà nằm trung tâm quận Thanh Xuân, gần trường tiểu học, THCS, gần ngã Tư Sở xung quanh tiện ích không thiếu gì, hàng xóm thân thiện. Dân trí cao, an sinh tuyệt vời, đi lại thuận tiện, căn góc thoáng vĩnh viễn. - Nhà gần chợ,ngõ nông rộng an ninh tốt, hàng xóm thân thiện, an sinh tuyệt vời. - Thiết Kế: + T1 phòng khách, bếp + wc. + T2,3: Mỗi tầng 2 phòng ngủ + wc. + T4:  Phòng thờ + Sân phơi đồ. Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịch Giá bán: 4.85 tỷ ( Có thương lượng) Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.                                                                                                                                                          - Mr Luyện thổ cư: 0911779569 - Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến trên 100 tỷ.  “TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",30/08/2022,Tin thường,batdongsan_so_com_vn_1673805331.87786,Thanh Xuân
9569,4000,đường Cầu Giấy,30.0,None,4.0,2.0,5,3,4,"Bán nhà đẹp đường Cầu Giấy #Quận Câu Giấy DT 30m2 x 5tầng mt 4m giá 4 tỷ. Nhà có nhiều đường vào, rất thuận tiện cho việc đi lại. Nhà còn mới đẹp, chủ mới xây được 2 năm, ở giữ gìn. Trước nhà ba gác phóng, di chuyển ra phố gần, nhiều tiện ích. Thiết kế: Tầng 1: Khách, bếp. Tầng 2,3,4: Mỗi tầng 1 ngủ. Tầng 5: Phòng thờ, sân phơi. Sổ đỏ chính chủ, sẵn sàng giao dịch. + Chi Tiết Xin Liên Hệ Bùi Anh Thái. 1979 - 0987.862962.",30/08/2022,Tin thường,batdongsan_so_com_vn_1673805372.611328,Cầu Giấy
9582,5200,"Đường Đức Diễn, quận Bắc Từ Liêm",95.0,None,6.0,5.0,1,1,None,"S = 95m2, mặt tiền 6m, giá 5.2 tỷ Địa chỉ: Đường Đức Diễn, Bắc Từ Liêm. + Khu vực đang phát triển, tiềm năng tăng giá cao với dự án đường Hoàng Quốc Việt kéo dài nối Văn Tiến Dũng. + Gần trường học các cấp, ba bước ra Đại học Tài Nguyên Môi trường, Đại học Công Nghiệp, Đại học Mỏ, Đại học Sư phạm, đường Văn Tiến Dũng, Cầu Diễn, Hồ Tùng Mậu, Đức Diễn,… + Ô tô 7 chỗ đỗ cửa, cách mặt đường ô tô tránh 50m, đi bộ ra hồ điều hòa, chợ dân sinh, thích hợp đầu tư xây chung cư mini cho thuê dòng tiền lớn. + Sổ đỏ chính chủ. * Gọi ngay em Bình, 0345752279 để được xem nhà miễn phí. * Không tiếp môi giới.",30/08/2022,Tin thường,batdongsan_so_com_vn_1673805409.8560483,Bắc Từ Liêm
9596,5000,Đường Hoàng Mai phường Hoàng Văn Thụ,55.0,None,4.0,1.0,4,4,5,"Bán nhà đường Hoàng Mai, Hoàng Mai, 55m2, giá chỉ 5 tỷ  Thông số diện tich 55m2, mặt tiền 3.5m Xây 4 tầng  Nhà có nhiều lối vào lối đi đẹp nhất là từ ngõ 279 Hoàng Mai. + Tầng 1: Phòng khách + để xe + bếp Sổ đỏ chính chủ, pháp lý chuẩn sẵn sàng giao dịch. ",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805427.939991,Hoàng Mai
9606,5600,Long Biên Hà Nội,33.0,None,3.0,20.0,2,2,None,"+ Nhỉnh 5 tỷ nhà trung tâm mặt phố, đang kinh doanh quán ăn rất đông khách. Tầng 1 thông sàn, tầng 2 có 2 phòng. + Vị trí cạnh trường tiểu học Đoàn Khuê, gần trường mầm non Hoa Hướng Dương, gần Công an Quận Long Biên, Bệnh viện Đức Giang. + Tiện ích đầy đủ, đi thông các ngả: Kim Quan Thượng, Việt Hưng, Đức Giang,... + Trước nhà là công viên, đường rộng 13m. + Sổ đỏ, pháp lý chuẩn chỉ. +Gọi ngay 0987353408 hoặc inbox ZALO, găp Quân",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805473.0122538,Long Biên
9618,9200,"Văn Quán, Hà Đông, Hà Nội",60.0,None,4.0,3.0,6,None,None," # Bán nhà CCMN quận Hà Đông phường Văn Quán giáp quận Thanh Xuân, LH Tình Nhà Đất 0906113879. + CC cần bán tòa CCMN, 17 phòng khép kín, full đồ, 6 tầng thang máy, hiện đang đi vào hoạt động, đã full phòng, doanh thu khủng 65 triệu / tháng. DT 56m, sàn xây dựng 60m x 6 tầng, mặt tiền 4.5m. nay chủ chuyển đổi mục đích cần gấp tiền, lên rất muốn bán nhanh, giá thương lượng tốt, chủ nhiệt bán. Nhanh tay LH thương lượng trực tiếp để sở hữu ngay tòa CCMN doanh thu đều này. + Vị Trí: gần đường lớn, giao thông thuận lợi, tiện chợ, gần nhiều Văn Phòng, Công Ty, Trường Đại Học: Học viện Công Nghệ Bưu Chính Viễn Thông, Học Viện An Ninh, Đại Học Kiến Trúc, Nhạc Họa... + Nhà 2 thoáng trước sau, chủ tự xây, móng khung cột chắc, mới được 1 năm, nay đang đi vào hoạt động, hiện đã full phòng, doanh thu đều 65 -75 triệu / tháng. + Sổ đỏ vuông nét căng chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. # HotLine: 0906113879 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, tận tâm, nhiệt tình, sẵn sàng tư vấn, hỗ trợ 24/7 ).",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805535.2886207,Hà Đông
9638,6500,"Trần Phú, Hà Đông, Hà Nội",52.0,None,4.0,3.0,4,5,None," # Bán nhà quận Hà Đông phường Văn Quán đường Trần Phú giáp quận Thanh Xuân. LH Tình Nhà Đất 0983858722. + CC cần bán nhà mặt ngõ, khu phân lô, giáp quận Thanh Xuân, gần đường Trần Phú, phường Văn Quán, DT 52m tầng 1, 4T, mt 3.6m, ngõ nông, thông, rộng, nhà tự xây, còn rất mới, như hình mô tả, nhanh tay LH thương lượng trực tiếp giá chốt bất ngờ. + Vị trí: khu phân lô, dân trí, an ninh an sinh tốt, tiếp giáp với quận Thanh Xuân, gần chợ sinh viên Phùng Khoang, Cạnh KĐT Văn Quán, tiện chợ, gần trường C1,2, gần nhiều trường Đại Học: ĐHSP Nghệ Thuật Trung Ương, Học viện An Ninh, Đại Học Kiến Trúc, Học viện Công Nghệ Bưu Chính ViễnThông... + Nhà tự xây chắc, thiết kế cầu thang giữa, mỗi tầng 2 phòng rộng, đầy đủ công năng, về ở ngay. + Sổ đỏ vuông đẹp chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. # HotLine: 0983858722 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, tận tâm, nhiệt tình, tư vấn, hỗ trợ 24/7).",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805587.686986,Hà Đông
9639,866,cổ bì -gia lâm,80.0,None,5.0,6.0,None,None,None," Chuẩn bị mở bán khu dân cư mới tự xây tân phúc giá chỉ từ 886 triệu/ lô , sổ đỏ riêng công chứng sang tên chuyển nhượng ngay.
 diện tích 70-90m2 phù hợp với thiết kế nhà hiện đại .
 đường rộng 6m trải nhựa thông thoáng đủ hướng cho các nhà đầu tư.
 cơ sở pháp lý rõ ràng , sổ riêng từng nền đất ở lâu dài sở hữu vĩnh viễn
 Vị trí đầy tiềm năng: gần ql38 ,cao tốc và nút giao cao tốc hà nội -hưng yên - hải dương - hải phòng .
 nằm trên trục đường huyết mạch tân phúc - võng phan . chạy qua các khu công nghiệp Ân Thi -Phù Cừ - Tiên Lữ -Bình Giang và các khu công nghiệp lân cận thu hút các nhà đầu tư trong và ngoài nước tạo cho hàng nghìn lao động địa phương và các tỉnh lân cận đổ về . .
 Trong vùng quy hoạch hàng nghìn héc ta ở Ân Thi- Bãi Sậy - Tân Phúc - Hoàng Hoa Thám - Quang Vinh loạt dự án khu dân cư mới và cụm công nghiệp lớn.
 Nằm trong khu dân cư đông đúc đầy đủ các tiện ích trường học, y tế, cửa hàng tiện ích, bán kính không quá 1km
 Cơ hội cho các nhà đầu tư, ưu đãi giảm 3% khi khách hàng mua từ 2 lô trở lên.
 Liên hệ chính chủ: 0397 767 830 để được tư vấn cụ thể!
",28/08/2022,Tin thường,batdongsan_so_com_vn_1673805589.034371,Gia Lâm
9649,4200,"Văn Quán, Hà Đông, Hà Nội",30.0,None,4.0,3.0,4,3,None," # Bán nhà quận Hà Đông phường Văn Quán đường Trần Phú LH Tình Nhà Đất 0983858722. + CC cần bán gấp nhà mặt ngõ, lô góc, xát đường Trần Phú, phường Văn Quán, DT 30m tầng 1, 4T, mt 4.8m, đường rộng ô tô qua, thông chạy vòng quanh, giá cần bán gấp, nhanh tay LH thương lượng trực tiếp, để sở hữu ngay căn nhà thoáng đẹp này. + Vị trí: thông thoáng, tiện ích, thuận tiện, Cạnh KĐT Văn Quán, gần Big C Hà Đông, tiện chợ, gần trường C1,2, gần nhiều trường Đại Học: Học viện An Ninh, Đại Học Kiến Trúc, Học viện Công Nghệ Bưu Chính ViễnThông... + Nhà tự xây, móng kiên cố vô cùng chắc, cần thiết lên thêm tầng vô tư, tổng có 3 phòng ngủ rộng + ws, phòng khách, bếp, sân phơi riêng, công năng đầy đủ về ở ngay. + Sổ đỏ vuông đẹp chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. # HotLine: 0983858722 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, tận tâm, nhiệt tình, tư vấn, hỗ trợ 24/7).",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805603.3731182,Hà Đông
9654,7500,Trần Phú - Hà Đông - Hà Nội,42.0, Đông bắc,3.0,4.0,4,3,3,"Bán nhà riêng Trần Phú-Hà Đông, Dt 42m2x4T,nhà xây mới, ngõ thông ôtô vào, vị trí KD. Lh 0984672007 + Mặt tiền: 3,6m2, 2 mặt thoáng. + Nhà được thiết kế 4 tầng: Tầng 1: thông sàn kinh doanh và wc Tầng 2: phòng khách, bếp ăn. Tâng 3: 2 phòng ngủ, 1 wc Tầng 4: phòng thờ và sân phơi rộng. + Nhà thiết kế chắc chắn, thiết kế ga ra ô tô, hoặc kinh doanh, cách đg Trần Phú 10m, ngõ thông, vị trí đẹp. + Phù hợp với hộ gia đình nhiều thế hệ sinh hoạt, khu vực yên tĩnh dân cư hòa đồng.+ Phố Trần Phú gần KĐT Văn Quán, KĐT Mỗ Lao, gần trường Học Viện An Ninh, ngay cạnh Siêu thị BigC, thông sang khu Làng Việt kiều Châu Âu. Giao thông kết nối với các trục đường chính như: Nguyễn Trãi, Trần Phú, Quang Trung, Tố Hữu, Vũ Trọng Khánh, Khu vực trung tâm của các trường đại học, học viện. Kinh doanh sầm uất, mọi loại hình.+ Sổ đỏ phân lô vuông vắn, cất két sẵn sàng giao dịch ngay.+ Giá bán: 7,5 tỷ có thương lượng Gọi ngay: Mr Hưng 0984672007 xem nhà và tư vấn miễn phí.",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805619.8459651,Hà Đông
